formula,system,processing,phase,gfa
Co68.968000Ti17.510000Zr13.522000,CoTiZr,sputtering,CR,0
Co68.759000Ti17.063000Zr14.178000,CoTiZr,sputtering,CR,0
Co68.511000Ti16.625000Zr14.864000,CoTiZr,sputtering,CR,0
Co68.223000Ti16.198000Zr15.579000,CoTiZr,sputtering,CR,0
Co67.895000Ti15.779000Zr16.325000,CoTiZr,sputtering,CR,0
Co67.526000Ti15.369000Zr17.105000,CoTiZr,sputtering,CR,0
Co67.116000Ti14.967000Zr17.917000,CoTiZr,sputtering,CR,0
Co66.663000Ti14.572000Zr18.765000,CoTiZr,sputtering,CR,0
Co66.167000Ti14.184000Zr19.649000,CoTiZr,sputtering,CR,0
Co65.628000Ti13.801000Zr20.571000,CoTiZr,sputtering,CR,0
Co65.044000Ti13.425000Zr21.532000,CoTiZr,sputtering,CR,0
Co64.414000Ti13.053000Zr22.533000,CoTiZr,sputtering,CR,0
Co63.738000Ti12.686000Zr23.576000,CoTiZr,sputtering,AM,1
Co63.015000Ti12.322000Zr24.662000,CoTiZr,sputtering,AM,1
Co62.244000Ti11.962000Zr25.794000,CoTiZr,sputtering,AM,1
Co61.422000Ti11.605000Zr26.972000,CoTiZr,sputtering,AM,1
Co60.551000Ti11.250000Zr28.199000,CoTiZr,sputtering,AM,1
Co59.627000Ti10.897000Zr29.476000,CoTiZr,sputtering,AM,1
Co58.650000Ti10.545000Zr30.805000,CoTiZr,sputtering,AM,1
Co72.268000Ti16.991000Zr10.741000,CoTiZr,sputtering,CR,0
Co72.164000Ti16.565000Zr11.271000,CoTiZr,sputtering,CR,0
Co72.025000Ti16.151000Zr11.824000,CoTiZr,sputtering,CR,0
Co71.850000Ti15.747000Zr12.404000,CoTiZr,sputtering,CR,0
Co71.638000Ti15.353000Zr13.009000,CoTiZr,sputtering,CR,0
Co71.388000Ti14.969000Zr13.643000,CoTiZr,sputtering,CR,0
Co71.101000Ti14.594000Zr14.306000,CoTiZr,sputtering,CR,0
Co70.775000Ti14.227000Zr14.999000,CoTiZr,sputtering,CR,0
Co70.409000Ti13.867000Zr15.724000,CoTiZr,sputtering,CR,0
Co70.003000Ti13.515000Zr16.482000,CoTiZr,sputtering,CR,0
Co69.556000Ti13.169000Zr17.274000,CoTiZr,sputtering,CR,0
Co69.067000Ti12.830000Zr18.103000,CoTiZr,sputtering,CR,0
Co68.535000Ti12.496000Zr18.970000,CoTiZr,sputtering,CR,0
Co67.959000Ti12.166000Zr19.875000,CoTiZr,sputtering,CR,0
Co67.337000Ti11.841000Zr20.822000,CoTiZr,sputtering,CR,0
Co66.669000Ti11.520000Zr21.811000,CoTiZr,sputtering,CR,0
Co65.953000Ti11.202000Zr22.844000,CoTiZr,sputtering,CR,0
Co65.189000Ti10.887000Zr23.924000,CoTiZr,sputtering,CR,0
Co64.374000Ti10.575000Zr25.051000,CoTiZr,sputtering,AM,1
Co63.508000Ti10.264000Zr26.229000,CoTiZr,sputtering,AM,1
Co62.588000Ti9.954000Zr27.458000,CoTiZr,sputtering,AM,1
Co75.010000Ti15.187000Zr9.803000,CoTiZr,sputtering,CR,0
Co74.899000Ti14.814000Zr10.287000,CoTiZr,sputtering,CR,0
Co74.754000Ti14.451000Zr10.795000,CoTiZr,sputtering,CR,0
Co74.576000Ti14.098000Zr11.326000,CoTiZr,sputtering,CR,0
Co74.363000Ti13.754000Zr11.882000,CoTiZr,sputtering,CR,0
Co74.115000Ti13.419000Zr12.466000,CoTiZr,sputtering,CR,0
Co73.831000Ti13.092000Zr13.077000,CoTiZr,sputtering,CR,0
Co73.511000Ti12.772000Zr13.717000,CoTiZr,sputtering,CR,0
Co73.153000Ti12.460000Zr14.388000,CoTiZr,sputtering,CR,0
Co72.756000Ti12.153000Zr15.091000,CoTiZr,sputtering,CR,0
Co72.319000Ti11.853000Zr15.828000,CoTiZr,sputtering,CR,0
Co71.841000Ti11.557000Zr16.601000,CoTiZr,sputtering,CR,0
Co71.322000Ti11.267000Zr17.411000,CoTiZr,sputtering,CR,0
Co70.760000Ti10.981000Zr18.259000,CoTiZr,sputtering,CR,0
Co70.152000Ti10.699000Zr19.149000,CoTiZr,sputtering,CR,0
Co69.500000Ti10.420000Zr20.080000,CoTiZr,sputtering,CR,0
Co68.799000Ti10.144000Zr21.056000,CoTiZr,sputtering,CR,0
Co68.050000Ti9.871000Zr22.079000,CoTiZr,sputtering,CR,0
Co67.251000Ti9.599000Zr23.150000,CoTiZr,sputtering,CR,0
Co66.400000Ti9.329000Zr24.272000,CoTiZr,sputtering,CR,0
Co65.495000Ti9.059000Zr25.446000,CoTiZr,sputtering,CR,0
Co77.313000Ti12.876000Zr9.811000,CoTiZr,sputtering,CR,0
Co77.134000Ti12.569000Zr10.296000,CoTiZr,sputtering,CR,0
Co76.923000Ti12.271000Zr10.806000,CoTiZr,sputtering,CR,0
Co76.680000Ti11.981000Zr11.340000,CoTiZr,sputtering,CR,0
Co76.402000Ti11.697000Zr11.901000,CoTiZr,sputtering,CR,0
Co76.090000Ti11.420000Zr12.489000,CoTiZr,sputtering,CR,0
Co75.743000Ti11.150000Zr13.108000,CoTiZr,sputtering,CR,0
Co75.359000Ti10.885000Zr13.757000,CoTiZr,sputtering,CR,0
Co74.936000Ti10.625000Zr14.439000,CoTiZr,sputtering,CR,0
Co74.475000Ti10.370000Zr15.155000,CoTiZr,sputtering,CR,0
Co73.973000Ti10.119000Zr15.907000,CoTiZr,sputtering,CR,0
Co73.430000Ti9.873000Zr16.697000,CoTiZr,sputtering,CR,0
Co72.843000Ti9.629000Zr17.527000,CoTiZr,sputtering,CR,0
Co72.212000Ti9.389000Zr18.399000,CoTiZr,sputtering,CR,0
Co71.534000Ti9.151000Zr19.315000,CoTiZr,sputtering,CR,0
Co70.808000Ti8.915000Zr20.277000,CoTiZr,sputtering,CR,0
Co70.032000Ti8.680000Zr21.288000,CoTiZr,sputtering,CR,0
Co69.205000Ti8.447000Zr22.349000,CoTiZr,sputtering,CR,0
Co79.694000Ti11.427000Zr8.879000,CoTiZr,sputtering,CR,0
Co79.517000Ti11.162000Zr9.321000,CoTiZr,sputtering,CR,0
Co79.310000Ti10.905000Zr9.785000,CoTiZr,sputtering,CR,0
Co79.073000Ti10.654000Zr10.273000,CoTiZr,sputtering,CR,0
Co78.805000Ti10.410000Zr10.785000,CoTiZr,sputtering,CR,0
Co78.504000Ti10.172000Zr11.324000,CoTiZr,sputtering,CR,0
Co78.170000Ti9.939000Zr11.891000,CoTiZr,sputtering,CR,0
Co77.802000Ti9.711000Zr12.487000,CoTiZr,sputtering,CR,0
Co77.398000Ti9.488000Zr13.114000,CoTiZr,sputtering,CR,0
Co76.956000Ti9.269000Zr13.774000,CoTiZr,sputtering,CR,0
Co76.477000Ti9.054000Zr14.469000,CoTiZr,sputtering,CR,0
Co75.957000Ti8.842000Zr15.201000,CoTiZr,sputtering,CR,0
Co75.396000Ti8.633000Zr15.971000,CoTiZr,sputtering,CR,0
Co74.791000Ti8.427000Zr16.782000,CoTiZr,sputtering,CR,0
Co74.141000Ti8.223000Zr17.636000,CoTiZr,sputtering,CR,0
Co73.445000Ti8.020000Zr18.535000,CoTiZr,sputtering,CR,0
Co72.699000Ti7.819000Zr19.481000,CoTiZr,sputtering,CR,0
Co81.720000Ti9.876000Zr8.405000,CoTiZr,sputtering,CR,0
Co81.519000Ti9.655000Zr8.826000,CoTiZr,sputtering,CR,0
Co81.291000Ti9.440000Zr9.269000,CoTiZr,sputtering,CR,0
Co81.034000Ti9.231000Zr9.735000,CoTiZr,sputtering,CR,0
Co80.747000Ti9.027000Zr10.226000,CoTiZr,sputtering,CR,0
Co80.429000Ti8.828000Zr10.743000,CoTiZr,sputtering,CR,0
Co80.079000Ti8.633000Zr11.288000,CoTiZr,sputtering,CR,0
Co79.695000Ti8.442000Zr11.862000,CoTiZr,sputtering,CR,0
Co79.277000Ti8.255000Zr12.468000,CoTiZr,sputtering,CR,0
Co78.823000Ti8.071000Zr13.106000,CoTiZr,sputtering,CR,0
Co78.330000Ti7.890000Zr13.780000,CoTiZr,sputtering,CR,0
Co77.798000Ti7.712000Zr14.490000,CoTiZr,sputtering,CR,0
Co77.225000Ti7.536000Zr15.239000,CoTiZr,sputtering,CR,0
Co76.608000Ti7.362000Zr16.030000,CoTiZr,sputtering,CR,0
Co75.946000Ti7.189000Zr16.865000,CoTiZr,sputtering,CR,0
Co83.332000Ti8.336000Zr8.332000,CoTiZr,sputtering,CR,0
Co83.088000Ti8.158000Zr8.755000,CoTiZr,sputtering,CR,0
Co82.816000Ti7.984000Zr9.200000,CoTiZr,sputtering,CR,0
Co82.516000Ti7.814000Zr9.670000,CoTiZr,sputtering,CR,0
Co82.187000Ti7.648000Zr10.165000,CoTiZr,sputtering,CR,0
Co81.826000Ti7.486000Zr10.689000,CoTiZr,sputtering,CR,0
Co81.433000Ti7.326000Zr11.241000,CoTiZr,sputtering,CR,0
Co81.006000Ti7.170000Zr11.824000,CoTiZr,sputtering,CR,0
Co80.544000Ti7.016000Zr12.440000,CoTiZr,sputtering,CR,0
Co80.044000Ti6.865000Zr13.092000,CoTiZr,sputtering,CR,0
Co79.505000Ti6.715000Zr13.780000,CoTiZr,sputtering,CR,0
Co84.125000Ti6.754000Zr9.121000,CoTiZr,sputtering,CR,0
Co83.789000Ti6.616000Zr9.595000,CoTiZr,sputtering,CR,0
Co83.422000Ti6.481000Zr10.097000,CoTiZr,sputtering,CR,0
Co83.025000Ti6.348000Zr10.627000,CoTiZr,sputtering,CR,0
Co4.132000Ti68.141000Zr27.727000,CoTiZr,sputtering,CR,0
Co4.229000Ti72.934000Zr22.837000,CoTiZr,sputtering,CR,0
Co4.339000Ti71.591000Zr24.071000,CoTiZr,sputtering,CR,0
Co4.448000Ti70.225000Zr25.328000,CoTiZr,sputtering,CR,0
Co4.555000Ti68.839000Zr26.605000,CoTiZr,sputtering,CR,0
Co4.663000Ti67.439000Zr27.898000,CoTiZr,sputtering,CR,0
Co4.769000Ti66.028000Zr29.204000,CoTiZr,sputtering,CR,0
Co4.874000Ti64.609000Zr30.517000,CoTiZr,sputtering,CR,0
Co4.979000Ti63.188000Zr31.833000,CoTiZr,sputtering,CR,0
Co5.082000Ti61.767000Zr33.150000,CoTiZr,sputtering,CR,0
Co4.532000Ti75.012000Zr20.456000,CoTiZr,sputtering,CR,0
Co4.657000Ti73.695000Zr21.648000,CoTiZr,sputtering,CR,0
Co4.781000Ti72.348000Zr22.872000,CoTiZr,sputtering,CR,0
Co4.903000Ti70.972000Zr24.126000,CoTiZr,sputtering,CR,0
Co5.023000Ti69.570000Zr25.407000,CoTiZr,sputtering,CR,0
Co5.142000Ti68.146000Zr26.712000,CoTiZr,sputtering,CR,0
Co5.259000Ti66.703000Zr28.038000,CoTiZr,sputtering,CR,0
Co5.374000Ti65.245000Zr29.381000,CoTiZr,sputtering,CR,0
Co5.487000Ti63.775000Zr30.738000,CoTiZr,sputtering,CR,0
Co5.597000Ti62.297000Zr32.106000,CoTiZr,sputtering,CR,0
Co5.705000Ti60.812000Zr33.483000,CoTiZr,sputtering,CR,0
Co5.810000Ti59.325000Zr34.865000,CoTiZr,sputtering,CR,0
Co5.912000Ti57.836000Zr36.252000,CoTiZr,sputtering,CR,0
Co4.980000Ti75.732000Zr19.287000,CoTiZr,sputtering,CR,0
Co5.123000Ti74.424000Zr20.453000,CoTiZr,sputtering,CR,0
Co5.264000Ti73.081000Zr21.655000,CoTiZr,sputtering,CR,0
Co5.402000Ti71.705000Zr22.892000,CoTiZr,sputtering,CR,0
Co5.538000Ti70.300000Zr24.162000,CoTiZr,sputtering,CR,0
Co5.672000Ti68.867000Zr25.461000,CoTiZr,sputtering,CR,0
Co5.802000Ti67.409000Zr26.789000,CoTiZr,sputtering,CR,0
Co5.929000Ti65.930000Zr28.141000,CoTiZr,sputtering,CR,0
Co6.054000Ti64.431000Zr29.515000,CoTiZr,sputtering,CR,0
Co6.174000Ti62.917000Zr30.908000,CoTiZr,sputtering,CR,0
Co6.291000Ti61.391000Zr32.319000,CoTiZr,sputtering,CR,0
Co6.403000Ti59.854000Zr33.743000,CoTiZr,sputtering,CR,0
Co6.511000Ti58.309000Zr35.180000,CoTiZr,sputtering,CR,0
Co6.613000Ti56.757000Zr36.630000,CoTiZr,sputtering,CR,0
Co6.710000Ti55.199000Zr38.091000,CoTiZr,sputtering,CR,0
Co5.468000Ti76.396000Zr18.137000,CoTiZr,sputtering,CR,0
Co5.631000Ti75.100000Zr19.269000,CoTiZr,sputtering,CR,0
Co5.791000Ti73.768000Zr20.440000,CoTiZr,sputtering,CR,0
Co5.949000Ti72.402000Zr21.650000,CoTiZr,sputtering,CR,0
Co6.103000Ti71.002000Zr22.895000,CoTiZr,sputtering,CR,0
Co6.254000Ti69.570000Zr24.176000,CoTiZr,sputtering,CR,0
Co6.401000Ti68.110000Zr25.489000,CoTiZr,sputtering,CR,0
Co6.544000Ti66.623000Zr26.833000,CoTiZr,sputtering,CR,0
Co6.683000Ti65.113000Zr28.205000,CoTiZr,sputtering,CR,0
Co6.817000Ti63.581000Zr29.603000,CoTiZr,sputtering,CR,0
Co6.945000Ti62.031000Zr31.024000,CoTiZr,sputtering,CR,0
Co7.068000Ti60.465000Zr32.467000,CoTiZr,sputtering,CR,0
Co7.185000Ti58.886000Zr33.929000,CoTiZr,sputtering,CR,0
Co7.296000Ti57.295000Zr35.410000,CoTiZr,sputtering,CR,0
Co7.399000Ti55.693000Zr36.908000,CoTiZr,sputtering,CR,0
Co7.494000Ti54.083000Zr38.423000,CoTiZr,sputtering,CR,0
Co7.580000Ti52.463000Zr39.957000,CoTiZr,sputtering,CR,0
Co5.996000Ti76.987000Zr17.016000,CoTiZr,sputtering,CR,0
Co6.182000Ti75.709000Zr18.109000,CoTiZr,sputtering,CR,0
Co6.365000Ti74.393000Zr19.242000,CoTiZr,sputtering,CR,0
Co6.544000Ti73.040000Zr20.415000,CoTiZr,sputtering,CR,0
Co6.720000Ti71.653000Zr21.627000,CoTiZr,sputtering,CR,0
Co6.892000Ti70.231000Zr22.878000,CoTiZr,sputtering,CR,0
Co7.059000Ti68.777000Zr24.164000,CoTiZr,sputtering,CR,0
Co7.221000Ti67.294000Zr25.486000,CoTiZr,sputtering,CR,0
Co7.377000Ti65.783000Zr26.840000,CoTiZr,sputtering,CR,0
Co7.528000Ti64.247000Zr28.226000,CoTiZr,sputtering,CR,0
Co7.672000Ti62.688000Zr29.640000,CoTiZr,sputtering,CR,0
Co7.810000Ti61.109000Zr31.081000,CoTiZr,sputtering,CR,0
Co7.940000Ti59.513000Zr32.548000,CoTiZr,sputtering,CR,0
Co8.061000Ti57.901000Zr34.038000,CoTiZr,sputtering,CR,0
Co8.174000Ti56.275000Zr35.551000,CoTiZr,sputtering,CR,0
Co8.278000Ti54.637000Zr37.085000,CoTiZr,sputtering,CR,0
Co8.371000Ti52.987000Zr38.642000,CoTiZr,sputtering,CR,0
Co8.452000Ti51.327000Zr40.221000,CoTiZr,sputtering,CR,0
Co8.521000Ti49.656000Zr41.824000,CoTiZr,sputtering,CR,0
Co6.569000Ti77.497000Zr15.934000,CoTiZr,sputtering,CR,0
Co6.781000Ti76.237000Zr16.982000,CoTiZr,sputtering,CR,0
Co6.989000Ti74.940000Zr18.071000,CoTiZr,sputtering,CR,0
Co7.193000Ti73.605000Zr19.202000,CoTiZr,sputtering,CR,0
Co7.393000Ti72.233000Zr20.373000,CoTiZr,sputtering,CR,0
Co7.589000Ti70.827000Zr21.585000,CoTiZr,sputtering,CR,0
Co7.779000Ti69.386000Zr22.835000,CoTiZr,sputtering,CR,0
Co7.963000Ti67.914000Zr24.123000,CoTiZr,sputtering,CR,0
Co8.141000Ti66.411000Zr25.448000,CoTiZr,sputtering,CR,0
Co8.312000Ti64.881000Zr26.807000,CoTiZr,sputtering,CR,0
Co8.476000Ti63.325000Zr28.199000,CoTiZr,sputtering,CR,0
Co8.631000Ti61.746000Zr29.623000,CoTiZr,sputtering,CR,0
Co8.777000Ti60.146000Zr31.077000,CoTiZr,sputtering,CR,0
Co8.914000Ti58.527000Zr32.559000,CoTiZr,sputtering,CR,0
Co9.041000Ti56.891000Zr34.068000,CoTiZr,sputtering,CR,0
Co9.157000Ti55.241000Zr35.602000,CoTiZr,sputtering,CR,0
Co9.260000Ti53.578000Zr37.162000,CoTiZr,sputtering,CR,0
Co9.351000Ti51.902000Zr38.747000,CoTiZr,sputtering,CR,0
Co9.427000Ti50.215000Zr40.357000,CoTiZr,sputtering,CR,0
Co9.488000Ti48.517000Zr41.994000,CoTiZr,sputtering,CR,0
Co9.533000Ti46.808000Zr43.659000,CoTiZr,sputtering,CR,0
Co7.430000Ti76.674000Zr15.896000,CoTiZr,sputtering,CR,0
Co7.666000Ti75.396000Zr16.938000,CoTiZr,sputtering,CR,0
Co7.898000Ti74.081000Zr18.021000,CoTiZr,sputtering,CR,0
Co8.126000Ti72.729000Zr19.145000,CoTiZr,sputtering,CR,0
Co8.348000Ti71.340000Zr20.311000,CoTiZr,sputtering,CR,0
Co8.565000Ti69.918000Zr21.518000,CoTiZr,sputtering,CR,0
Co8.775000Ti68.462000Zr22.764000,CoTiZr,sputtering,CR,0
Co8.978000Ti66.974000Zr24.048000,CoTiZr,sputtering,CR,0
Co9.173000Ti65.457000Zr25.371000,CoTiZr,sputtering,CR,0
Co9.359000Ti63.912000Zr26.729000,CoTiZr,sputtering,CR,0
Co9.536000Ti62.341000Zr28.123000,CoTiZr,sputtering,CR,0
Co9.703000Ti60.748000Zr29.549000,CoTiZr,sputtering,CR,0
Co9.859000Ti59.133000Zr31.008000,CoTiZr,sputtering,CR,0
Co10.003000Ti57.500000Zr32.497000,CoTiZr,sputtering,CR,0
Co10.135000Ti55.850000Zr34.015000,CoTiZr,sputtering,CR,0
Co10.253000Ti54.185000Zr35.562000,CoTiZr,sputtering,CR,0
Co10.357000Ti52.507000Zr37.136000,CoTiZr,sputtering,CR,0
Co10.445000Ti50.817000Zr38.739000,CoTiZr,sputtering,CR,0
Co10.516000Ti49.116000Zr40.368000,CoTiZr,sputtering,CR,0
Co10.570000Ti47.405000Zr42.026000,CoTiZr,sputtering,CR,0
Co10.604000Ti45.684000Zr43.713000,CoTiZr,sputtering,CR,0
Co8.133000Ti77.010000Zr14.856000,CoTiZr,sputtering,CR,0
Co8.401000Ti75.752000Zr15.847000,CoTiZr,sputtering,CR,0
Co8.664000Ti74.457000Zr16.879000,CoTiZr,sputtering,CR,0
Co8.922000Ti73.125000Zr17.953000,CoTiZr,sputtering,CR,0
Co9.175000Ti71.757000Zr19.069000,CoTiZr,sputtering,CR,0
Co9.421000Ti70.354000Zr20.225000,CoTiZr,sputtering,CR,0
Co9.660000Ti68.918000Zr21.422000,CoTiZr,sputtering,CR,0
Co9.891000Ti67.449000Zr22.660000,CoTiZr,sputtering,CR,0
Co10.114000Ti65.950000Zr23.936000,CoTiZr,sputtering,CR,0
Co10.327000Ti64.422000Zr25.251000,CoTiZr,sputtering,CR,0
Co10.529000Ti62.868000Zr26.603000,CoTiZr,sputtering,CR,0
Co10.720000Ti61.289000Zr27.991000,CoTiZr,sputtering,CR,0
Co10.899000Ti59.687000Zr29.414000,CoTiZr,sputtering,CR,0
Co11.065000Ti58.065000Zr30.870000,CoTiZr,sputtering,CR,0
Co11.217000Ti56.425000Zr32.358000,CoTiZr,sputtering,CR,0
Co11.354000Ti54.768000Zr33.878000,CoTiZr,sputtering,CR,0
Co11.475000Ti53.097000Zr35.428000,CoTiZr,sputtering,CR,0
Co11.579000Ti51.414000Zr37.007000,CoTiZr,sputtering,CR,0
Co11.664000Ti49.720000Zr38.616000,CoTiZr,sputtering,CR,0
Co11.730000Ti48.016000Zr40.254000,CoTiZr,sputtering,CR,0
Co11.775000Ti46.303000Zr41.922000,CoTiZr,sputtering,CR,0
Co11.798000Ti44.583000Zr43.619000,CoTiZr,sputtering,CR,0
Co11.798000Ti42.856000Zr45.347000,CoTiZr,sputtering,CR,0
Co9.197000Ti75.998000Zr14.804000,CoTiZr,sputtering,CR,0
Co9.494000Ti74.722000Zr15.784000,CoTiZr,sputtering,CR,0
Co9.786000Ti73.410000Zr16.804000,CoTiZr,sputtering,CR,0
Co10.072000Ti72.063000Zr17.865000,CoTiZr,sputtering,CR,0
Co10.351000Ti70.682000Zr18.967000,CoTiZr,sputtering,CR,0
Co10.623000Ti69.267000Zr20.110000,CoTiZr,sputtering,CR,0
Co10.886000Ti67.820000Zr21.294000,CoTiZr,sputtering,CR,0
Co11.140000Ti66.342000Zr22.518000,CoTiZr,sputtering,CR,0
Co11.383000Ti64.835000Zr23.782000,CoTiZr,sputtering,CR,0
Co11.615000Ti63.301000Zr25.084000,CoTiZr,sputtering,CR,0
Co11.834000Ti61.742000Zr26.424000,CoTiZr,sputtering,CR,0
Co12.040000Ti60.159000Zr27.801000,CoTiZr,sputtering,CR,0
Co12.232000Ti58.555000Zr29.213000,CoTiZr,sputtering,CR,0
Co12.408000Ti56.932000Zr30.660000,CoTiZr,sputtering,CR,0
Co12.568000Ti55.292000Zr32.140000,CoTiZr,sputtering,CR,0
Co12.710000Ti53.637000Zr33.653000,CoTiZr,sputtering,CR,0
Co12.833000Ti51.970000Zr35.197000,CoTiZr,sputtering,CR,0
Co12.936000Ti50.291000Zr36.773000,CoTiZr,sputtering,CR,0
Co13.019000Ti48.602000Zr38.380000,CoTiZr,sputtering,CR,0
Co13.079000Ti46.905000Zr40.016000,CoTiZr,sputtering,CR,0
Co13.115000Ti45.201000Zr41.683000,CoTiZr,sputtering,CR,0
Co13.127000Ti43.492000Zr43.381000,CoTiZr,sputtering,CR,0
Co13.113000Ti41.778000Zr45.109000,CoTiZr,sputtering,CR,0
Co10.394000Ti74.870000Zr14.736000,CoTiZr,sputtering,CR,0
Co10.722000Ti73.577000Zr15.701000,CoTiZr,sputtering,CR,0
Co11.045000Ti72.249000Zr16.706000,CoTiZr,sputtering,CR,0
Co11.360000Ti70.888000Zr17.751000,CoTiZr,sputtering,CR,0
Co11.668000Ti69.495000Zr18.837000,CoTiZr,sputtering,CR,0
Co11.966000Ti68.070000Zr19.963000,CoTiZr,sputtering,CR,0
Co12.255000Ti66.616000Zr21.130000,CoTiZr,sputtering,CR,0
Co12.532000Ti65.132000Zr22.336000,CoTiZr,sputtering,CR,0
Co12.797000Ti63.622000Zr23.582000,CoTiZr,sputtering,CR,0
Co13.048000Ti62.086000Zr24.866000,CoTiZr,sputtering,CR,0
Co13.285000Ti60.526000Zr26.188000,CoTiZr,sputtering,CR,0
Co13.507000Ti58.946000Zr27.547000,CoTiZr,sputtering,CR,0
Co13.711000Ti57.346000Zr28.943000,CoTiZr,sputtering,CR,0
Co13.898000Ti55.728000Zr30.374000,CoTiZr,sputtering,CR,0
Co14.065000Ti54.096000Zr31.839000,CoTiZr,sputtering,CR,0
Co14.213000Ti52.450000Zr33.337000,CoTiZr,sputtering,CR,0
Co14.338000Ti50.793000Zr34.869000,CoTiZr,sputtering,CR,0
Co14.442000Ti49.126000Zr36.433000,CoTiZr,sputtering,CR,0
Co14.521000Ti47.452000Zr38.028000,CoTiZr,sputtering,CR,0
Co14.575000Ti45.771000Zr39.654000,CoTiZr,sputtering,CR,0
Co14.602000Ti44.086000Zr41.312000,CoTiZr,sputtering,CR,0
Co14.603000Ti42.397000Zr43.000000,CoTiZr,sputtering,CR,0
Co14.574000Ti40.707000Zr44.719000,CoTiZr,sputtering,CR,0
Co11.737000Ti73.615000Zr14.648000,CoTiZr,sputtering,CR,0
Co12.098000Ti72.306000Zr15.595000,CoTiZr,sputtering,CR,0
Co12.453000Ti70.965000Zr16.582000,CoTiZr,sputtering,CR,0
Co12.800000Ti69.592000Zr17.608000,CoTiZr,sputtering,CR,0
Co13.137000Ti68.189000Zr18.674000,CoTiZr,sputtering,CR,0
Co13.464000Ti66.758000Zr19.779000,CoTiZr,sputtering,CR,0
Co13.778000Ti65.298000Zr20.924000,CoTiZr,sputtering,CR,0
Co14.080000Ti63.812000Zr22.108000,CoTiZr,sputtering,CR,0
Co14.367000Ti62.302000Zr23.331000,CoTiZr,sputtering,CR,0
Co14.639000Ti60.769000Zr24.592000,CoTiZr,sputtering,CR,0
Co14.894000Ti59.215000Zr25.891000,CoTiZr,sputtering,CR,0
Co15.131000Ti57.641000Zr27.228000,CoTiZr,sputtering,CR,0
Co15.349000Ti56.051000Zr28.600000,CoTiZr,sputtering,CR,0
Co15.546000Ti54.445000Zr30.009000,CoTiZr,sputtering,CR,0
Co15.721000Ti52.827000Zr31.452000,CoTiZr,sputtering,CR,0
Co15.874000Ti51.197000Zr32.929000,CoTiZr,sputtering,CR,0
Co16.002000Ti49.558000Zr34.440000,CoTiZr,sputtering,CR,0
Co16.104000Ti47.912000Zr35.984000,CoTiZr,sputtering,CR,0
Co16.180000Ti46.260000Zr37.560000,CoTiZr,sputtering,CR,0
Co16.228000Ti44.604000Zr39.168000,CoTiZr,sputtering,CR,0
Co16.246000Ti42.946000Zr40.808000,CoTiZr,sputtering,CR,0
Co16.235000Ti41.286000Zr42.479000,CoTiZr,sputtering,CR,0
Co16.192000Ti39.627000Zr44.181000,CoTiZr,sputtering,CR,0
Co13.238000Ti72.226000Zr14.536000,CoTiZr,sputtering,CR,0
Co13.635000Ti70.902000Zr15.463000,CoTiZr,sputtering,CR,0
Co14.024000Ti69.549000Zr16.428000,CoTiZr,sputtering,CR,0
Co14.403000Ti68.166000Zr17.431000,CoTiZr,sputtering,CR,0
Co14.770000Ti66.757000Zr18.473000,CoTiZr,sputtering,CR,0
Co15.126000Ti65.321000Zr19.553000,CoTiZr,sputtering,CR,0
Co15.468000Ti63.860000Zr20.672000,CoTiZr,sputtering,CR,0
Co15.794000Ti62.376000Zr21.830000,CoTiZr,sputtering,CR,0
Co16.105000Ti60.870000Zr23.026000,CoTiZr,sputtering,CR,0
Co16.397000Ti59.344000Zr24.259000,CoTiZr,sputtering,CR,0
Co16.671000Ti57.800000Zr25.530000,CoTiZr,sputtering,CR,0
Co16.923000Ti56.239000Zr26.838000,CoTiZr,sputtering,CR,0
Co17.154000Ti54.664000Zr28.182000,CoTiZr,sputtering,CR,0
Co17.362000Ti53.077000Zr29.561000,CoTiZr,sputtering,CR,0
Co17.545000Ti51.479000Zr30.976000,CoTiZr,sputtering,CR,0
Co17.703000Ti49.872000Zr32.426000,CoTiZr,sputtering,CR,0
Co17.833000Ti48.258000Zr33.909000,CoTiZr,sputtering,CR,0
Co17.934000Ti46.640000Zr35.426000,CoTiZr,sputtering,CR,0
Co18.007000Ti45.018000Zr36.976000,CoTiZr,sputtering,CR,0
Co18.048000Ti43.394000Zr38.558000,CoTiZr,sputtering,CR,0
Co18.057000Ti41.770000Zr40.172000,CoTiZr,sputtering,CR,0
Co18.033000Ti40.148000Zr41.818000,CoTiZr,sputtering,CR,0
Co17.976000Ti38.529000Zr43.496000,CoTiZr,sputtering,CR,0
Co14.911000Ti70.694000Zr14.395000,CoTiZr,sputtering,CR,0
Co15.344000Ti69.357000Zr15.299000,CoTiZr,sputtering,CR,0
Co15.768000Ti67.993000Zr16.239000,CoTiZr,sputtering,CR,0
Co16.180000Ti66.604000Zr17.216000,CoTiZr,sputtering,CR,0
Co16.579000Ti65.190000Zr18.231000,CoTiZr,sputtering,CR,0
Co16.964000Ti63.753000Zr19.282000,CoTiZr,sputtering,CR,0
Co17.334000Ti62.295000Zr20.372000,CoTiZr,sputtering,CR,0
Co17.686000Ti60.816000Zr21.498000,CoTiZr,sputtering,CR,0
Co18.019000Ti59.319000Zr22.662000,CoTiZr,sputtering,CR,0
Co18.332000Ti57.805000Zr23.863000,CoTiZr,sputtering,CR,0
Co18.624000Ti56.276000Zr25.100000,CoTiZr,sputtering,CR,0
