formula,phase,processing
B17.5Fe72.5Si10,AM,meltspin
B17.5Fe75Si7.5,AM,meltspin
B17.5Fe77.5Si5,AM,meltspin
B20Fe65Si15,AM,meltspin
B20Fe67.5Si12.5,AM,meltspin
B20Fe70Si10,AM,meltspin
B20Fe72.5Si7.5,AM,meltspin
B20Fe75Si5,AM,meltspin
B20Fe77.5Si2.5,AM,meltspin
B20Fe80Si0,AM,meltspin
B22.5Fe67.5Si10,AM,meltspin
B22.5Fe70Si7.5,AM,meltspin
B22.5Fe72.5Si5,AM,meltspin
B22.5Fe77.5Si0,AM,meltspin
B81.5Fe12.5Si6,AC,meltspin
B7.5Fe74.5Si18,CR,meltspin
B7.5Fe82.5Si10,CR,meltspin
B10Fe83.5Si6.5,CR,meltspin
B12Fe78Si10,AM,meltspin
B5Fe80Si15,AM,meltspin
B7.5Fe77.5Si15,AM,meltspin
B7.5Fe80Si12.5,AM,meltspin
B10Fe72.5Si17.5,AM,meltspin
B10Fe75Si15,AM,meltspin
B10Fe77.5Si12.5,AM,meltspin
B10Fe80Si10,AM,meltspin
B12.5Fe70Si17.5,AM,meltspin
B12.5Fe72.5Si15,AM,meltspin
B12.5Fe75Si12.5,AM,meltspin
B12.5Fe77.5Si10,AM,meltspin
B12.5Fe80Si7.5,AM,meltspin
B12.5Fe82.5Si5,AM,meltspin
B15Fe67.5Si17.5,AM,meltspin
B15Fe70Si15,AM,meltspin
B15Fe72.5Si12.5,AM,meltspin
B15Fe75Si10,AM,meltspin
B15Fe77.5Si7.5,AM,meltspin
B15Fe80Si5,AM,meltspin
B17.5Fe67.5Si15,AM,meltspin
B17.5Fe70Si12.5,AM,meltspin
B17.5Fe72.5Si10,AM,meltspin
B17.5Fe75Si7.5,AM,meltspin
B17.5Fe77.5Si5,AM,meltspin
B20Fe65Si15,AM,meltspin
B20Fe67.5Si12.5,AM,meltspin
B20Fe70Si10,AM,meltspin
B20Fe70Si10,AM,meltspin
B20Fe72.5Si7.5,AM,meltspin
B20Fe75Si5,AM,meltspin
B20Fe77.5Si2.5,AM,meltspin
B20Fe80Si0,AM,meltspin
B22.5Fe67.5Si10,AM,meltspin
B22.5Fe70Si7.5,AM,meltspin
B22.5Fe72.5Si5,AM,meltspin
B22.5Fe77.5Si0,AM,meltspin
B6Fe81.5Si12.5,AC,meltspin
B7.5Fe75Si17.5,CR,meltspin
B7.5Fe82.5Si10,CR,meltspin
B10Fe83Si7,CR,meltspin
B10Fe75Si15,AM,meltspin
B13Fe75Si12,AM,meltspin
B14.5Fe81.5Si4,AM,meltspin
B14Fe83Si3,AM,meltspin
B12Fe80Si8,AM,meltspin
B14Fe78Si8,AM,meltspin
B17Fe79.5Si3.5,AM,meltspin
B19Fe81Si0,AM,meltspin
B5Fe80Si15,AM,meltspin
B7.5Fe75Si17.5,AM,meltspin
B7.5Fe80Si12.5,AM,meltspin
B10Fe70Si20,AM,meltspin
B10Fe75Si15,AM,meltspin
B10Fe80Si10,AM,meltspin
B12Fe70Si18,AM,meltspin
B12Fe75Si13,AM,meltspin
B12Fe80Si8,AM,meltspin
B15Fe70Si15,AM,meltspin
B15Fe72Si13,AM,meltspin
B15Fe75Si10,AM,meltspin
B15Fe78Si7,AM,meltspin
B15Fe80Si5,AM,meltspin
B15Fe82Si3,AM,meltspin
B15Fe85Si0,AM,meltspin
B17Fe70Si13,AM,meltspin
B17Fe80Si3,AM,meltspin
B17Fe83Si0,AM,meltspin
B17.5Fe80Si2.5,AM,meltspin
B20Fe70Si10,AM,meltspin
B20Fe75Si5,AM,meltspin
B20Fe80Si0,AM,meltspin
B22Fe75Si3,AM,meltspin
B22Fe78Si0,AM,meltspin
B22.5Fe70Si7.5,AM,meltspin
B25Fe75Si0,AM,meltspin
B10Fe75Si15,AM,meltspin
B10Fe80Si10,AM,meltspin
B12Fe78Si10,AM,meltspin
B12Fe80Si8,AM,meltspin
B12.2Fe74.8Si13,AM,meltspin
B12.5Fe75Si12.5,AM,meltspin
B12.5Fe77.5Si10,AM,meltspin
B12.5Fe78.5Si9,AM,meltspin
B14.5Fe78Si7.5,AM,meltspin
B15Fe72.5Si12.5,AM,meltspin
B15Fe74.5Si10.5,AM,meltspin
B15Fe75.3Si9.7,AM,meltspin
B15Fe77.5Si7.5,AM,meltspin
B15Fe80Si5,AM,meltspin
B16Fe74Si10,AM,meltspin
B17.5Fe72.5Si10,AM,meltspin
B17.5Fe73Si9.5,AM,meltspin
B17.5Fe75Si7.5,AM,meltspin
B17.8Fe74.9Si7.3,AM,meltspin
B20Fe67Si13,AM,meltspin
B20Fe70Si10,AM,meltspin
B14Fe79Si7,AM,meltspin
B12Fe82Si6,AM,meltspin
B12Fe83Si5,AM,meltspin
B12Fe84Si4,AM,meltspin
B13Fe82Si5,AM,meltspin
B13Fe83Si4,AM,meltspin
B13Fe84Si3,AM,meltspin
B14Fe82Si4,AM,meltspin
B14Fe83Si3,AM,meltspin
B14Fe84Si2,AM,meltspin
B15Fe82Si3,AM,meltspin
B15Fe83Si2,AM,meltspin
B15Fe84Si1,AM,meltspin
B16Fe82Si2,AM,meltspin
B16Fe83Si1,AM,meltspin
B17Fe82Si1,AM,meltspin
B17Fe83Si0,AM,meltspin
B18Fe82Si0,AM,meltspin
B15Fe77.5Si7.5,AM,meltspin
B7Fe78Si15,AM,meltspin
B10Fe75Si15,AM,meltspin
B16.5Fe82Sn1.5,AM,meltspin
B19Fe81Sn0,AM,meltspin
B10Fe83Ta7,AM,meltspin
B14Fe86Ta0,AM,meltspin
B10Fe20Ti70,AM,meltspin
B16Fe80.64Ti3.36,AM,meltspin
B16Fe83.2Ti0.8,AM,meltspin
B16Fe84Ti0,AM,meltspin
B20Fe75Ti5,AM,meltspin
B20Fe76Ti4,AM,meltspin
B19Fe81Ti0,AM,meltspin
B20Fe75Ti5,AM,meltspin
B19Fe81Ti0,AM,meltspin
B20Fe76Ti4,AM,meltspin
B10Fe83Ti7,AM,meltspin
B11Fe82Ti7,AM,meltspin
B14Fe86Ti0,AM,meltspin
B20Fe75V5,AM,meltspin
B20Fe78V2,AM,meltspin
B12Fe78V10,AM,meltspin
B12Fe83V5,AM,meltspin
B14Fe71V15,AM,meltspin
B14Fe76V10,AM,meltspin
B14Fe81V5,AM,meltspin
B16Fe69V15,AM,meltspin
B16Fe74V10,AM,meltspin
B16Fe79V5,AM,meltspin
B10Fe80V10,AC,meltspin
B10Fe85V5,AC,meltspin
B4Fe86V10,CR,meltspin
B4Fe91V5,CR,meltspin
B6Fe84V10,CR,meltspin
B6Fe89V5,CR,meltspin
B8Fe82V10,CR,meltspin
B8Fe87V5,CR,meltspin
B10Fe75V15,CR,meltspin
B12Fe73V15,CR,meltspin
B19Fe81V0,AM,meltspin
B20Fe75V5,AM,meltspin
B19Fe81V0,AM,meltspin
B21Fe75V4,AM,meltspin
B14Fe79V7,AM,meltspin
B14Fe86V0,AM,meltspin
B9Fe6W85,AM,meltspin
B9Fe91W0,AM,meltspin
B17Fe80.5W2.5,AM,meltspin
B25Fe5W70,AM,meltspin
B25Fe75W0,AM,meltspin
B20Fe72W8,AM,meltspin
B20Fe73.5W6.5,AM,meltspin
B20Fe76W4,AM,meltspin
B20Fe77.5W2.5,AM,meltspin
B20Fe79W1,AM,meltspin
B12Fe81W7,AM,meltspin
B14Fe79W7,AM,meltspin
B14Fe86W0,AM,meltspin
B0Fe88Zr12,AM,meltspin
B0Fe89Zr11,AM,meltspin
B0Fe90Zr10,AM,meltspin
B0Fe91Zr9,AM,meltspin
B2Fe85Zr13,AM,meltspin
B2Fe88Zr10,AM,meltspin
B3Fe85Zr12,AM,meltspin
B4Fe86Zr10,AM,meltspin
B4Fe88Zr8,AM,meltspin
B5Fe80Zr15,AM,meltspin
B5Fe83Zr12,AM,meltspin
B5Fe85Zr10,AM,meltspin
B7Fe85Zr8,AM,meltspin
B8Fe80Zr12,AM,meltspin
B8Fe82Zr10,AM,meltspin
B8Fe85Zr7,AM,meltspin
B9Fe86Zr5,AM,meltspin
B10Fe75Zr15,AM,meltspin
B10Fe78Zr12,AM,meltspin
B10Fe80Zr10,AM,meltspin
B10Fe82Zr8,AM,meltspin
B10Fe85Zr5,AM,meltspin
B10Fe87Zr3,AM,meltspin
B12Fe78Zr10,AM,meltspin
B12Fe80Zr8,AM,meltspin
B12Fe88Zr0,AM,meltspin
B13Fe72Zr15,AM,meltspin
B13Fe75Zr12,AM,meltspin
B13Fe82Zr5,AM,meltspin
B14Fe78Zr8,AM,meltspin
B14Fe80Zr6,AM,meltspin
B15Fe75Zr10,AM,meltspin
B15Fe78Zr7,AM,meltspin
B15Fe80Zr5,AM,meltspin
B15Fe82Zr3,AM,meltspin
B15Fe83Zr2,AM,meltspin
B16Fe78Zr6,AM,meltspin
B16Fe80Zr4,AM,meltspin
B17Fe75Zr8,AM,meltspin
B17Fe78Zr5,AM,meltspin
B17Fe80Zr3,AM,meltspin
B18Fe80Zr2,AM,meltspin
B19Fe78Zr3,AM,meltspin
B20Fe70Zr10,AM,meltspin
B20Fe72Zr8,AM,meltspin
B20Fe75Zr5,AM,meltspin
B20Fe75Zr5,AM,meltspin
B20Fe80Zr0,AM,meltspin
B22Fe68Zr10,AM,meltspin
B22Fe70Zr8,AM,meltspin
B22Fe73Zr5,AM,meltspin
B22Fe75Zr3,AM,meltspin
B22Fe78Zr0,AM,meltspin
B25Fe70Zr5,AM,meltspin
B3Fe82Zr15,AC,meltspin
B7Fe88Zr5,AC,meltspin
B10Fe88Zr2,AC,meltspin
B0Fe87Zr13,CR,meltspin
B0Fe92Zr8,CR,meltspin
B5Fe90Zr5,CR,meltspin
B8Fe90Zr2,CR,meltspin
B0Fe90Zr10,AM,meltspin
B0Fe92Zr8,AM,meltspin
B1Fe90Zr9,AM,meltspin
B1Fe92Zr7,AM,meltspin
B1.5Fe92Zr6.5,AM,meltspin
B2Fe90Zr8,AM,meltspin
B2.5Fe92Zr5.5,AM,meltspin
B3Fe90Zr7,AM,meltspin
B3.5Fe92Zr4.5,AM,meltspin
B4Fe90Zr6,AM,meltspin
B0Fe24Zr76,AM,meltspin
B0Fe30Zr70,AM,meltspin
B4Fe23Zr73,AM,meltspin
B6Fe22.6Zr71.4,AM,meltspin
B8Fe22Zr70,AM,meltspin
B12Fe21Zr67,AM,meltspin
B17Fe20Zr63,AM,meltspin
B20Fe19Zr61,AM,meltspin
B25Fe18Zr57,AM,meltspin
B30Fe16.8Zr53.2,AM,meltspin
B0Fe88Zr12,AM,meltspin
B0Fe89Zr11,AM,meltspin
B0Fe90Zr10,AM,meltspin
B0Fe91Zr9,AM,meltspin
B2Fe85Zr13,AM,meltspin
B2Fe88Zr10,AM,meltspin
B3Fe85Zr12,AM,meltspin
B4Fe86Zr10,AM,meltspin
B4Fe88Zr8,AM,meltspin
B5Fe83Zr12,AM,meltspin
B5Fe85Zr10,AM,meltspin
B6Fe84Zr10,AM,meltspin
B7Fe85Zr8,AM,meltspin
B8Fe80Zr12,AM,meltspin
B8Fe82Zr10,AM,meltspin
B8Fe85Zr7,AM,meltspin
B9Fe86Zr5,AM,meltspin
B10Fe78Zr12,AM,meltspin
B10Fe80Zr10,AM,meltspin
B10Fe82Zr8,AM,meltspin
B10Fe85Zr5,AM,meltspin
B10Fe87Zr3,AM,meltspin
B11Fe84Zr5,AM,meltspin
B12Fe78Zr10,AM,meltspin
B12Fe80Zr8,AM,meltspin
B12Fe88Zr0,AM,meltspin
B13Fe72Zr15,AM,meltspin
B13Fe75Zr12,AM,meltspin
B13Fe82Zr5,AM,meltspin
B14Fe78Zr8,AM,meltspin
B14Fe80Zr6,AM,meltspin
B15Fe75Zr10,AM,meltspin
B15Fe78Zr7,AM,meltspin
B15Fe79Zr6,AM,meltspin
B15Fe80Zr5,AM,meltspin
B15Fe82Zr3,AM,meltspin
B15Fe83Zr2,AM,meltspin
B16Fe78Zr6,AM,meltspin
B16Fe80Zr4,AM,meltspin
B17Fe75Zr8,AM,meltspin
B17Fe78Zr5,AM,meltspin
B17Fe80Zr3,AM,meltspin
B18Fe80Zr2,AM,meltspin
B19Fe78Zr3,AM,meltspin
B20Fe70Zr10,AM,meltspin
B20Fe72Zr8,AM,meltspin
B20Fe75Zr5,AM,meltspin
B20Fe80Zr0,AM,meltspin
B22Fe68Zr10,AM,meltspin
B22Fe70Zr8,AM,meltspin
B22Fe73Zr5,AM,meltspin
B22Fe75Zr3,AM,meltspin
B22Fe78Zr0,AM,meltspin
B25Fe70Zr5,AM,meltspin
B7Fe88Zr5,AC,meltspin
B10Fe88Zr2,AC,meltspin
B0Fe87Zr13,CR,meltspin
B0Fe92Zr8,CR,meltspin
B5Fe90Zr5,CR,meltspin
B8Fe90Zr2,CR,meltspin
B3Fe90Zr7,AM,meltspin
B2Fe91Zr7,AM,meltspin
B4Fe89Zr7,AM,meltspin
B6Fe87Zr7,AM,meltspin
B8Fe85Zr7,AM,meltspin
B3Fe90Zr7,AM,meltspin
B0Fe92Zr8,AM,meltspin
B2Fe91Zr7,AM,meltspin
B2Fe91Zr7,AM,meltspin
B4Fe89Zr7,AM,meltspin
B6Fe87Zr7,AM,meltspin
B12Fe81Zr7,AM,meltspin
B14Fe86Zr0,AM,meltspin
B16Fe77Zr7,AM,meltspin
B17Mo12.5Ni70.5,AM,meltspin
B17Mo14.5Ni68.5,AM,meltspin
B17Mo16.5Ni66.5,AM,meltspin
B10Mo80P10,AM,meltspin
B20Mo24Rh56,AM,meltspin
B10Mo70Si20,AM,meltspin
B7.5Mo70Si22.5,AM,meltspin
B10Mo70Si20,AM,meltspin
B10Mo75Si15,AM,meltspin
B12Mo71Si17,AM,meltspin
B12Mo78Si10,AM,meltspin
B15Mo70Si15,AM,meltspin
B15Mo75Si10,AM,meltspin
B17Mo73Si10,AM,meltspin
B17Mo75Si8,AM,meltspin
B17.5Mo70Si12.5,AM,meltspin
B20Mo67.5Si12.5,AM,meltspin
B20Mo70Si10,AM,meltspin
B20Mo72.5Si7.5,AM,meltspin
B20Mo75Si5,AM,meltspin
B22Mo68Si10,AM,meltspin
B22Mo70Si8,AM,meltspin
B25Mo65Si10,AM,meltspin
B20Mo65Si15,AC,meltspin
B5Mo70Si25,CR,meltspin
B5Mo75Si20,CR,meltspin
B5Mo80Si15,CR,meltspin
B5Mo85Si10,CR,meltspin
B5Mo90Si5,CR,meltspin
B10Mo65Si25,CR,meltspin
B10Mo80Si10,CR,meltspin
B10Mo85Si5,CR,meltspin
B10Mo90Si0,CR,meltspin
B15Mo65Si20,CR,meltspin
B15Mo80Si5,CR,meltspin
B15Mo85Si0,CR,meltspin
B20Mo60Si20,CR,meltspin
B20Mo77.5Si2.5,CR,meltspin
B20Mo80Si0,CR,meltspin
B25Mo60Si15,CR,meltspin
B25Mo70Si5,CR,meltspin
B25Mo75Si0,CR,meltspin
B30Mo60Si10,CR,meltspin
B30Mo70Si0,CR,meltspin
B17Nb5Ni78,AM,meltspin
B17Nb8Ni75,AM,meltspin
B17Nb10Ni73,AM,meltspin
B17Nb11.5Ni71.5,AM,meltspin
B17Nb16.5Ni66.5,AM,meltspin
B5Ni80P15,AM,meltspin
B10Ni80P10,AM,meltspin
B0Ni81.5P18.5,AM,meltspin
B1.8Ni81.5P16.7,AM,meltspin
B5.5Ni81.5P13,AM,meltspin
B11.1Ni81.5P7.4,AM,meltspin
B14.8Ni81.5P3.7,AM,meltspin
B16.7Ni81.5P1.8,AM,meltspin
B18.5Ni81.5P0,AM,meltspin
B6Ni80P14,AM,meltspin
B10Ni76P14,AM,meltspin
B12Ni74P14,AM,meltspin
B15Ni71P14,AM,meltspin
B2Ni81.5P16.5,AM,meltspin
B5.5Ni81.5P13,AM,meltspin
B6Ni80P14,AM,meltspin
B10Ni76P14,AM,meltspin
B12Ni81.5P6.5,AM,meltspin
B15Ni71P14,AM,meltspin
B15Ni81.5P3.5,AM,meltspin
B17Ni81.5P1.5,AM,meltspin
B18Ni80P2,AM,meltspin
B10Ni76Si14,AM,meltspin
B12Ni72Si16,AM,meltspin
B13Ni72Si15,AM,meltspin
B14Ni70Si16,AM,meltspin
B14Ni76Si10,AM,meltspin
B16Ni72Si12,AM,meltspin
B17Ni69Si14,AM,meltspin
B17Ni75Si8,AM,meltspin
B20Ni72Si8,AM,meltspin
B24Ni66Si10,AM,meltspin
B24Ni68Si8,AM,meltspin
B24Ni72Si4,AM,meltspin
B28Ni66Si6,AM,meltspin
B28Ni68Si4,AM,meltspin
B28Ni69Si3,AM,meltspin
B12Ni78Si10,CR,meltspin
B14Ni80Si6,CR,meltspin
B16Ni80Si4,CR,meltspin
B20Ni76Si4,CR,meltspin
B12Ni78Si10,AM,meltspin
B10Ni76Si14,AM,meltspin
B12Ni78Si10,AM,meltspin
B13Ni72Si15,AM,meltspin
B14Ni76Si10,AM,meltspin
B16Ni72Si12,AM,meltspin
B17Ni69Si14,AM,meltspin
B17Ni75Si8,AM,meltspin
B18Ni76Si6,AM,meltspin
B20Ni68Si12,AM,meltspin
B20Ni72Si8,AM,meltspin
B20Ni76Si4,AM,meltspin
B22Ni72Si6,AM,meltspin
B24Ni66Si10,AM,meltspin
B24Ni68Si8,AM,meltspin
B24Ni72Si4,AM,meltspin
B28Ni66Si6,AM,meltspin
B28Ni68Si4,AM,meltspin
B12Ni72Si16,AC,meltspin
B14Ni70Si16,AC,meltspin
B14Ni80Si6,AC,meltspin
B16Ni80Si4,AC,meltspin
B28Ni64Si8,AC,meltspin
B28Ni69Si3,AC,meltspin
B6Ni76Si18,CR,meltspin
B7.5Ni76.5Si16,CR,meltspin
B8Ni80Si12,CR,meltspin
B10Ni72Si18,CR,meltspin
B10Ni80Si10,CR,meltspin
B12Ni80Si8,CR,meltspin
B12Ni84Si4,CR,meltspin
B13Ni69Si18,CR,meltspin
B16Ni68Si16,CR,meltspin
B16Ni84Si0,CR,meltspin
B19Ni67Si14,CR,meltspin
B20Ni65Si15,CR,meltspin
B20Ni77.5Si2.5,CR,meltspin
B20Ni80Si0,CR,meltspin
B22Ni75.5Si2.5,CR,meltspin
B24Ni64Si12,CR,meltspin
B24Ni76Si0,CR,meltspin
B25Ni72.5Si2.5,CR,meltspin
B28Ni60Si12,CR,meltspin
B28Ni72Si0,CR,meltspin
B30Ni66Si4,CR,meltspin
B30Ni70Si0,CR,meltspin
B17Ni75Si8,AM,meltspin
B12Ni78Si10,AM,meltspin
B17Ni75Si8,AM,meltspin
B12Ni78Si10,AM,meltspin
B10Ni80Si10,AM,meltspin
B12Ni76Si12,AM,meltspin
B14Ni78Si8,AM,meltspin
B10Ni75Si15,AM,meltspin
B11Ni78Si11,AM,meltspin
B12.5Ni75Si12.5,AM,meltspin
B14Ni72Si14,AM,meltspin
B15Ni75Si10,AM,meltspin
B17Ni68Si15,AM,meltspin
B17.5Ni75Si7.5,AM,meltspin
B20Ni75Si5,AM,meltspin
B14Ni78Si8,AM,meltspin
B21Ni72Si7,AM,meltspin
B22.5Ni70Si7.5,AM,meltspin
B24Ni68Si8,AM,meltspin
B25.5Ni66Si8.5,AM,meltspin
B10Ni75Si15,AM,meltspin
B12.5Ni75Si12.5,AM,meltspin
B14Ni78Si8,AM,meltspin
B15Ni75Si10,AM,meltspin
B17.5Ni75Si7.5,AM,meltspin
B20Ni75Si5,AM,meltspin
B17Ni76Si7,AM,meltspin
B10Ni80Si10,AM,meltspin
B10Ni75Si15,AM,meltspin
B10Ni80Si10,AM,meltspin
B15Ni75Si10,AM,meltspin
B17Ni80Si3,AM,meltspin
B20Ni65Si15,AM,meltspin
B20Ni75Si5,AM,meltspin
B21Ni67Si12,AM,meltspin
B26Ni72Si2,AM,meltspin
B27Ni70Si3,AM,meltspin
B17Ni73Si10,AM,meltspin
B12Ni78Si10,AM,meltspin
B17Ni70Ta13,AM,meltspin
B17Ni71Ta12,AM,meltspin
B17Ni73Ta10,AM,meltspin
B8Ni30Ti62,AM,meltspin
B10Ni20Ti70,AM,meltspin
B18.2Ni78Ti3.8,AM,meltspin
B19.1Ni78.8Ti2.1,AM,meltspin
B17Ni66.5W16.5,AM,meltspin
B17Ni68.5W14.5,AM,meltspin
B17Ni70.5W12.5,AM,meltspin
B17Ni75W8,AM,meltspin
B17Ni73Zr10,AM,meltspin
B17Ni78Zr5,AM,meltspin
B0Ni67Zr33,AM,meltspin
B10Ni30Zr60,AM,meltspin
B16Ni28Zr56,AM,meltspin
B0Ni40Zr60,AM,meltspin
B2Ni38Zr60,AM,meltspin
B4Ni36Zr60,AM,meltspin
B6Ni34Zr60,AM,meltspin
B8Ni32Zr60,AM,meltspin
B10Ni30Zr60,AM,meltspin
B16Ni24Zr60,AM,meltspin
B4Pd80Si16,AM,meltspin
B10Si20W70,AM,meltspin
Ba0Cu27La73,AM,meltspin
Ba0Cu37.5La62.5,AM,meltspin
Ba1Cu38La61,AM,meltspin
Ba2Cu27La71,AM,meltspin
Ba2Cu39La59,AM,meltspin
Ba3Cu40La57,AM,meltspin
Ba3Cu41La56,AM,meltspin
Ba4Cu27La69,AM,meltspin
Ba4Cu42La54,AM,meltspin
Ba4.5Cu27.5La68,AM,meltspin
Ba5Cu42La53,AM,meltspin
Ba7Cu28La65,AM,meltspin
Ba7Cu41.5La51.5,AM,meltspin
Ba7.5Cu29La63.5,AM,meltspin
Ba8Cu30La62,AM,meltspin
Ba8Cu40La52,AM,meltspin
Ba9Cu31La60,AM,meltspin
Ba9Cu39La52,AM,meltspin
Ba9.5Cu38La52.5,AM,meltspin
Ba10Cu32La58,AM,meltspin
Ba10Cu33.5La56.5,AM,meltspin
Ba10Cu35La55,AM,meltspin
Ba10Cu36.5La53.5,AM,meltspin
Ba67Cu5La28,AM,meltspin
Be43Hf5Zr52,AM,meltspin
Be43Hf25Zr32,AM,meltspin
Be43Hf54Zr3,AM,meltspin
Be30Nb0Zr70,AM,meltspin
Be30Nb5Zr65,AM,meltspin
Be32.5Nb2.5Zr65,AM,meltspin
Be32.5Nb5Zr62.5,AM,meltspin
Be35Nb0Zr65,AM,meltspin
Be35Nb2.5Zr62.5,AM,meltspin
Be35Nb5Zr60,AM,meltspin
Be35Nb10Zr55,AM,meltspin
Be40Nb0Zr60,AM,meltspin
Be45Nb0Zr55,AM,meltspin
Be50Nb0Zr50,AM,meltspin
Be20Nb10Zr70,AC,meltspin
Be20Nb15Zr65,AC,meltspin
Be20Nb20Zr60,AC,meltspin
Be25Nb10Zr65,AC,meltspin
Be25Nb15Zr60,AC,meltspin
Be32.5Nb0Zr67.5,AM,meltspin
Be32.5Nb2.5Zr65,AM,meltspin
Be32.5Nb4Zr63.5,AM,meltspin
Be32.5Nb5Zr62.5,AM,meltspin
Be0Si20Ti80,AM,meltspin
Be20Si10Ti70,AM,meltspin
Be25Si5Ti70,AM,meltspin
Be30Si5Ti65,AM,meltspin
Be35Si5Ti60,AM,meltspin
Be37Si0Ti63,AM,meltspin
Be38Si0Ti62,AM,meltspin
Be39Si0Ti61,AM,meltspin
Be40Si0Ti60,AM,meltspin
Be0Si15Ti85,AC,meltspin
Be0Si25Ti75,AC,meltspin
Be15Si10Ti75,AC,meltspin
Be15Si15Ti70,AC,meltspin
Be20Si5Ti75,AC,meltspin
Be20Si15Ti65,AC,meltspin
Be25Si10Ti65,AC,meltspin
Be30Si0Ti70,AC,meltspin
Be30Si10Ti60,AC,meltspin
Be35Si0Ti65,AC,meltspin
Be35Si10Ti55,AC,meltspin
Be40Si5Ti55,AC,meltspin
Be43Si0Ti57,AC,meltspin
Be45Si0Ti55,AC,meltspin
Be45Si5Ti50,AC,meltspin
Be10Si15Ti75,CR,meltspin
Be25Si15Ti60,CR,meltspin
Be30Si15Ti55,CR,meltspin
Be35Si15Ti50,CR,meltspin
Be40Si10Ti50,CR,meltspin
Be40Ti50Zr10,AM,meltspin
Be30Ti0Zr70,AM,meltspin
Be35Ti0Zr65,AM,meltspin
Be37.5Ti62.5Zr0,AM,meltspin
Be40Ti0Zr60,AM,meltspin
Be40Ti60Zr0,AM,meltspin
Be41Ti59Zr0,AM,meltspin
Be45Ti0Zr55,AM,meltspin
Be50Ti0Zr50,AM,meltspin
Be20Ti0Zr80,AC,meltspin
Be20Ti80Zr0,AC,meltspin
Be30Ti70Zr0,AC,meltspin
Be42Ti58Zr0,AC,meltspin
Be50Ti50Zr0,AC,meltspin
Be2.5Ti0Zr97.5,CR,meltspin
Be7.5Ti0Zr92.5,CR,meltspin
Be10Ti0Zr90,CR,meltspin
Be10Ti90Zr0,CR,meltspin
Be40Ti50Zr10,AM,meltspin
Be40Ti30Zr30,AM,meltspin
C16Co36Cr48,AM,meltspin
C18Co34Cr48,AM,meltspin
C18Co38Cr44,AM,meltspin
C18Co42Cr40,AM,meltspin
C18Co44Cr38,AM,meltspin
C18Co48Cr34,AM,meltspin
C18Co52Cr30,AM,meltspin
C18Co56Cr26,AM,meltspin
C20Co36Cr44,AM,meltspin
C20Co40Cr40,AM,meltspin
C20Co44Cr36,AM,meltspin
C20Co48Cr32,AM,meltspin
C20Co52Cr28,AM,meltspin
C22Co36Cr42,AM,meltspin
C22Co40Cr38,AM,meltspin
C22Co44Cr34,AM,meltspin
C16Co44Cr40,AC,meltspin
C16Co48Cr36,AC,meltspin
C22Co48Cr30,AC,meltspin
C14Co40Cr46,CR,meltspin
C16Co52Cr32,CR,meltspin
C16Co56Cr28,CR,meltspin
C16Co60Cr24,CR,meltspin
C18Co60Cr22,CR,meltspin
C20Co56Cr24,CR,meltspin
C22Co52Cr26,CR,meltspin
C16Co48Mo36,AM,meltspin
C16Co56Mo28,AM,meltspin
C16Co60Mo24,AM,meltspin
C16Co64Mo20,AM,meltspin
C16Co68Mo16,AM,meltspin
C16Co72Mo12,AM,meltspin
C18Co46Mo36,AM,meltspin
C18Co50Mo32,AM,meltspin
C18Co54Mo28,AM,meltspin
C18Co58Mo24,AM,meltspin
C18Co62Mo20,AM,meltspin
C18Co66Mo16,AM,meltspin
C18Co70Mo12,AM,meltspin
C18Co72Mo10,AM,meltspin
C20Co44Mo36,AM,meltspin
C20Co48Mo32,AM,meltspin
C20Co52Mo28,AM,meltspin
C20Co56Mo24,AM,meltspin
C20Co60Mo20,AM,meltspin
C20Co64Mo16,AM,meltspin
C20Co68Mo12,AM,meltspin
C20Co70Mo10,AM,meltspin
C22Co46Mo32,AM,meltspin
C22Co50Mo28,AM,meltspin
C22Co54Mo24,AM,meltspin
C22Co58Mo20,AM,meltspin
C22Co62Mo16,AM,meltspin
C22Co68Mo10,AM,meltspin
C14Co62Mo24,AC,meltspin
C16Co74Mo10,AC,meltspin
C14Co46Mo40,CR,meltspin
C14Co50Mo36,CR,meltspin
C14Co70Mo16,CR,meltspin
C14Co74Mo12,CR,meltspin
C14Co76Mo10,CR,meltspin
C18Co42Mo40,CR,meltspin
C18Co74Mo8,CR,meltspin
C10Co67.5Si22.5,AM,meltspin
C12.5Co65Si22.5,AM,meltspin
C12.5Co67.5Si20,AM,meltspin
C15Co67.5Si17.5,AM,meltspin
C17.5Co67.5Si15,AM,meltspin
C10Co67.5Si22.5,AC,meltspin
C10Co75Si15,AC,meltspin
C20Co70Si10,AC,meltspin
C0Co70Si30,CR,meltspin
C0Co75Si25,CR,meltspin
C0Co80Si20,CR,meltspin
C0Co85Si15,CR,meltspin
C0Co90Si10,CR,meltspin
C0Co95Si5,CR,meltspin
C0Co100Si0,CR,meltspin
C5Co70Si25,CR,meltspin
C5Co75Si20,CR,meltspin
C5Co80Si15,CR,meltspin
C10Co85Si5,CR,meltspin
C10Co90Si0,CR,meltspin
C15Co75Si10,CR,meltspin
C15Co80Si5,CR,meltspin
C15Co85Si0,CR,meltspin
C20Co75Si5,CR,meltspin
C20Co80Si0,CR,meltspin
C14Co72W14,AM,meltspin
C16Co70W14,AM,meltspin
