,formula,chemsys_abc,gfa
3533,Cu1Hf99,Cu-Hf,0
3534,Cu0Hf100,Cu-Hf,0
3535,Cu100Ti0,Cu-Ti,0
3536,Cu99Ti1,Cu-Ti,0
3537,Cu98Ti2,Cu-Ti,0
3538,Cu97Ti3,Cu-Ti,0
3539,Cu96Ti4,Cu-Ti,0
3540,Cu95Ti5,Cu-Ti,0
3541,Cu94Ti6,Cu-Ti,0
3542,Cu93Ti7,Cu-Ti,0
3543,Cu92Ti8,Cu-Ti,0
3544,Cu91Ti9,Cu-Ti,0
3545,Cu90Ti10,Cu-Ti,0
3546,Cu89Ti11,Cu-Ti,0
3547,Cu88Ti12,Cu-Ti,0
3548,Cu87Ti13,Cu-Ti,0
3549,Cu86Ti14,Cu-Ti,0
3550,Cu85Ti15,Cu-Ti,0
3551,Cu84Ti16,Cu-Ti,0
3552,Cu83Ti17,Cu-Ti,0
3553,Cu82Ti18,Cu-Ti,0
3554,Cu81Ti19,Cu-Ti,0
3555,Cu80Ti20,Cu-Ti,0
3556,Cu79Ti21,Cu-Ti,0
3557,Cu78Ti22,Cu-Ti,0
3558,Cu77Ti23,Cu-Ti,0
3559,Cu76Ti24,Cu-Ti,0
3560,Cu75Ti25,Cu-Ti,1
3561,Cu74Ti26,Cu-Ti,1
3562,Cu73Ti27,Cu-Ti,1
3563,Cu72Ti28,Cu-Ti,1
3564,Cu71Ti29,Cu-Ti,1
3565,Cu70Ti30,Cu-Ti,1
3566,Cu69Ti31,Cu-Ti,1
3567,Cu68Ti32,Cu-Ti,1
3568,Cu67Ti33,Cu-Ti,1
3569,Cu66Ti34,Cu-Ti,1
3570,Cu65Ti35,Cu-Ti,1
3571,Cu64Ti36,Cu-Ti,1
3572,Cu63Ti37,Cu-Ti,1
3573,Cu62Ti38,Cu-Ti,1
3574,Cu61Ti39,Cu-Ti,1
3575,Cu60Ti40,Cu-Ti,1
3576,Cu59Ti41,Cu-Ti,1
3577,Cu58Ti42,Cu-Ti,1
3578,Cu57Ti43,Cu-Ti,1
3579,Cu56Ti44,Cu-Ti,1
3580,Cu55Ti45,Cu-Ti,1
3581,Cu54Ti46,Cu-Ti,1
3582,Cu53Ti47,Cu-Ti,1
3583,Cu52Ti48,Cu-Ti,1
3584,Cu51Ti49,Cu-Ti,1
3585,Cu50Ti50,Cu-Ti,1
3586,Cu49Ti51,Cu-Ti,1
3587,Cu48Ti52,Cu-Ti,1
3588,Cu47Ti53,Cu-Ti,1
3589,Cu46Ti54,Cu-Ti,1
3590,Cu45Ti55,Cu-Ti,1
3591,Cu44Ti56,Cu-Ti,1
3592,Cu43Ti57,Cu-Ti,1
3593,Cu42Ti58,Cu-Ti,1
3594,Cu41Ti59,Cu-Ti,1
3595,Cu40Ti60,Cu-Ti,1
3596,Cu39Ti61,Cu-Ti,1
3597,Cu38Ti62,Cu-Ti,1
3598,Cu37Ti63,Cu-Ti,1
3599,Cu36Ti64,Cu-Ti,1
3600,Cu35Ti65,Cu-Ti,1
3601,Cu34Ti66,Cu-Ti,0
3602,Cu33Ti67,Cu-Ti,0
3603,Cu32Ti68,Cu-Ti,0
3604,Cu31Ti69,Cu-Ti,0
3605,Cu30Ti70,Cu-Ti,0
3606,Cu29Ti71,Cu-Ti,0
3607,Cu28Ti72,Cu-Ti,0
3608,Cu27Ti73,Cu-Ti,0
3609,Cu26Ti74,Cu-Ti,0
3610,Cu25Ti75,Cu-Ti,0
3611,Cu24Ti76,Cu-Ti,0
3612,Cu23Ti77,Cu-Ti,0
3613,Cu22Ti78,Cu-Ti,0
3614,Cu21Ti79,Cu-Ti,0
3615,Cu20Ti80,Cu-Ti,0
3616,Cu19Ti81,Cu-Ti,0
3617,Cu18Ti82,Cu-Ti,0
3618,Cu17Ti83,Cu-Ti,0
3619,Cu16Ti84,Cu-Ti,0
3620,Cu15Ti85,Cu-Ti,0
3621,Cu14Ti86,Cu-Ti,0
3622,Cu13Ti87,Cu-Ti,0
3623,Cu12Ti88,Cu-Ti,0
3624,Cu11Ti89,Cu-Ti,0
3625,Cu10Ti90,Cu-Ti,0
3626,Cu9Ti91,Cu-Ti,0
3627,Cu8Ti92,Cu-Ti,0
3628,Cu7Ti93,Cu-Ti,0
3629,Cu6Ti94,Cu-Ti,0
3630,Cu5Ti95,Cu-Ti,0
3631,Cu4Ti96,Cu-Ti,0
3632,Cu3Ti97,Cu-Ti,0
3633,Cu2Ti98,Cu-Ti,0
3634,Cu1Ti99,Cu-Ti,0
3635,Cu0Ti100,Cu-Ti,0
3636,Cu100Zr0,Cu-Zr,0
3637,Cu99Zr1,Cu-Zr,0
3638,Cu98Zr2,Cu-Zr,0
3639,Cu97Zr3,Cu-Zr,0
3640,Cu96Zr4,Cu-Zr,0
3641,Cu95Zr5,Cu-Zr,0
3642,Cu94Zr6,Cu-Zr,0
3643,Cu93Zr7,Cu-Zr,0
3644,Cu92Zr8,Cu-Zr,0
3645,Cu91Zr9,Cu-Zr,0
3646,Cu90Zr10,Cu-Zr,1
3647,Cu89Zr11,Cu-Zr,1
3648,Cu88Zr12,Cu-Zr,1
3649,Cu87Zr13,Cu-Zr,1
3650,Cu86Zr14,Cu-Zr,1
3651,Cu85Zr15,Cu-Zr,1
3652,Cu84Zr16,Cu-Zr,1
3653,Cu83Zr17,Cu-Zr,1
3654,Cu82Zr18,Cu-Zr,1
3655,Cu81Zr19,Cu-Zr,1
3656,Cu80Zr20,Cu-Zr,1
3657,Cu79Zr21,Cu-Zr,1
3658,Cu78Zr22,Cu-Zr,1
3659,Cu77Zr23,Cu-Zr,1
3660,Cu76Zr24,Cu-Zr,1
3661,Cu75Zr25,Cu-Zr,1
3662,Cu74Zr26,Cu-Zr,1
3663,Cu73Zr27,Cu-Zr,1
3664,Cu72Zr28,Cu-Zr,1
3665,Cu71Zr29,Cu-Zr,1
3666,Cu70Zr30,Cu-Zr,1
3667,Cu69Zr31,Cu-Zr,1
3668,Cu68Zr32,Cu-Zr,1
3669,Cu67Zr33,Cu-Zr,1
3670,Cu66Zr34,Cu-Zr,1
3671,Cu65Zr35,Cu-Zr,1
3672,Cu64Zr36,Cu-Zr,1
3673,Cu63Zr37,Cu-Zr,1
3674,Cu62Zr38,Cu-Zr,1
3675,Cu61Zr39,Cu-Zr,1
3676,Cu60Zr40,Cu-Zr,1
3677,Cu59Zr41,Cu-Zr,1
3678,Cu58Zr42,Cu-Zr,1
3679,Cu57Zr43,Cu-Zr,1
3680,Cu56Zr44,Cu-Zr,1
3681,Cu55Zr45,Cu-Zr,1
3682,Cu54Zr46,Cu-Zr,1
3683,Cu53Zr47,Cu-Zr,1
3684,Cu52Zr48,Cu-Zr,1
3685,Cu51Zr49,Cu-Zr,1
3686,Cu50Zr50,Cu-Zr,1
3687,Cu49Zr51,Cu-Zr,1
3688,Cu48Zr52,Cu-Zr,1
3689,Cu47Zr53,Cu-Zr,1
3690,Cu46Zr54,Cu-Zr,1
3691,Cu45Zr55,Cu-Zr,1
3692,Cu44Zr56,Cu-Zr,1
3693,Cu43Zr57,Cu-Zr,1
3694,Cu42Zr58,Cu-Zr,1
3695,Cu41Zr59,Cu-Zr,1
3696,Cu40Zr60,Cu-Zr,1
3697,Cu39Zr61,Cu-Zr,1
3698,Cu38Zr62,Cu-Zr,1
3699,Cu37Zr63,Cu-Zr,1
3700,Cu36Zr64,Cu-Zr,1
3701,Cu35Zr65,Cu-Zr,1
3702,Cu34Zr66,Cu-Zr,1
3703,Cu33Zr67,Cu-Zr,1
3704,Cu32Zr68,Cu-Zr,1
3705,Cu31Zr69,Cu-Zr,1
3706,Cu30Zr70,Cu-Zr,1
3707,Cu29Zr71,Cu-Zr,1
3708,Cu28Zr72,Cu-Zr,1
3709,Cu27Zr73,Cu-Zr,1
3710,Cu26Zr74,Cu-Zr,1
3711,Cu25Zr75,Cu-Zr,1
3712,Cu24Zr76,Cu-Zr,1
3713,Cu23Zr77,Cu-Zr,1
3714,Cu22Zr78,Cu-Zr,1
3715,Cu21Zr79,Cu-Zr,1
3716,Cu20Zr80,Cu-Zr,1
3717,Cu19Zr81,Cu-Zr,0
3718,Cu18Zr82,Cu-Zr,0
3719,Cu17Zr83,Cu-Zr,0
3720,Cu16Zr84,Cu-Zr,0
3721,Cu15Zr85,Cu-Zr,0
3722,Cu14Zr86,Cu-Zr,0
3723,Cu13Zr87,Cu-Zr,0
3724,Cu12Zr88,Cu-Zr,0
3725,Cu11Zr89,Cu-Zr,0
3726,Cu10Zr90,Cu-Zr,0
3727,Cu9Zr91,Cu-Zr,0
3728,Cu8Zr92,Cu-Zr,0
3729,Cu7Zr93,Cu-Zr,0
3730,Cu6Zr94,Cu-Zr,0
3731,Cu5Zr95,Cu-Zr,0
3732,Cu4Zr96,Cu-Zr,0
3733,Cu3Zr97,Cu-Zr,0
3734,Cu2Zr98,Cu-Zr,0
3735,Cu1Zr99,Cu-Zr,0
3736,Cu0Zr100,Cu-Zr,0
3737,Fe100B0,B-Fe,0
3738,Fe99B1,B-Fe,0
3739,Fe98B2,B-Fe,0
3740,Fe97B3,B-Fe,0
3741,Fe96B4,B-Fe,0
3742,Fe95B5,B-Fe,0
3743,Fe94B6,B-Fe,0
3744,Fe93B7,B-Fe,0
3745,Fe92B8,B-Fe,0
3746,Fe91B9,B-Fe,0
3747,Fe90B10,B-Fe,0
3748,Fe89B11,B-Fe,0
3749,Fe88B12,B-Fe,0
3750,Fe87B13,B-Fe,1
3751,Fe86B14,B-Fe,1
3752,Fe85B15,B-Fe,1
3753,Fe84B16,B-Fe,1
3754,Fe83B17,B-Fe,1
3755,Fe82B18,B-Fe,1
3756,Fe81B19,B-Fe,1
3757,Fe80B20,B-Fe,1
3758,Fe79B21,B-Fe,1
3759,Fe78B22,B-Fe,1
3760,Fe77B23,B-Fe,1
3761,Fe76B24,B-Fe,1
3762,Fe75B25,B-Fe,1
3763,Fe74B26,B-Fe,1
3764,Fe73B27,B-Fe,1
3765,Fe72B28,B-Fe,0
3766,Fe71B29,B-Fe,0
3767,Fe70B30,B-Fe,0
3768,Fe69B31,B-Fe,0
3769,Fe68B32,B-Fe,0
3770,Fe67B33,B-Fe,0
3771,Fe66B34,B-Fe,0
3772,Fe65B35,B-Fe,0
3773,Fe64B36,B-Fe,0
3774,Fe63B37,B-Fe,0
3775,Fe62B38,B-Fe,0
3776,Fe61B39,B-Fe,0
3777,Fe60B40,B-Fe,0
3778,Fe59B41,B-Fe,0
3779,Fe58B42,B-Fe,0
3780,Fe57B43,B-Fe,0
3781,Fe56B44,B-Fe,0
3782,Fe55B45,B-Fe,0
3783,Fe54B46,B-Fe,0
3784,Fe53B47,B-Fe,0
3785,Fe52B48,B-Fe,0
3786,Fe51B49,B-Fe,0
3787,Fe50B50,B-Fe,0
3788,Fe49B51,B-Fe,0
3789,Fe48B52,B-Fe,0
3790,Fe47B53,B-Fe,0
3791,Fe46B54,B-Fe,0
3792,Fe45B55,B-Fe,0
3793,Fe44B56,B-Fe,0
3794,Fe43B57,B-Fe,0
3795,Fe42B58,B-Fe,0
3796,Fe41B59,B-Fe,0
3797,Fe40B60,B-Fe,0
3798,Fe39B61,B-Fe,0
3799,Fe38B62,B-Fe,0
3800,Fe37B63,B-Fe,0
3801,Fe36B64,B-Fe,0
3802,Fe35B65,B-Fe,0
3803,Fe34B66,B-Fe,0
3804,Fe33B67,B-Fe,0
3805,Fe32B68,B-Fe,0
3806,Fe31B69,B-Fe,0
3807,Fe30B70,B-Fe,0
3808,Fe29B71,B-Fe,0
3809,Fe28B72,B-Fe,0
3810,Fe27B73,B-Fe,0
3811,Fe26B74,B-Fe,0
3812,Fe25B75,B-Fe,0
3813,Fe24B76,B-Fe,0
3814,Fe23B77,B-Fe,0
3815,Fe22B78,B-Fe,0
3816,Fe21B79,B-Fe,0
3817,Fe20B80,B-Fe,0
3818,Fe19B81,B-Fe,0
3819,Fe18B82,B-Fe,0
3820,Fe17B83,B-Fe,0
3821,Fe16B84,B-Fe,0
3822,Fe15B85,B-Fe,0
3823,Fe14B86,B-Fe,0
3824,Fe13B87,B-Fe,0
3825,Fe12B88,B-Fe,0
3826,Fe11B89,B-Fe,0
3827,Fe10B90,B-Fe,0
3828,Fe9B91,B-Fe,0
3829,Fe8B92,B-Fe,0
3830,Fe7B93,B-Fe,0
3831,Fe6B94,B-Fe,0
3832,Fe5B95,B-Fe,0
3833,Fe4B96,B-Fe,0
3834,Fe3B97,B-Fe,0
3835,Fe2B98,B-Fe,0
3836,Fe1B99,B-Fe,0
3837,Fe0B100,B-Fe,0
3838,Fe100Hf0,Fe-Hf,0
3839,Fe99Hf1,Fe-Hf,0
3840,Fe98Hf2,Fe-Hf,0
3841,Fe97Hf3,Fe-Hf,0
3842,Fe96Hf4,Fe-Hf,0
3843,Fe95Hf5,Fe-Hf,0
3844,Fe94Hf6,Fe-Hf,0
3845,Fe93Hf7,Fe-Hf,0
3846,Fe92Hf8,Fe-Hf,0
3847,Fe91Hf9,Fe-Hf,1
3848,Fe90Hf10,Fe-Hf,1
3849,Fe89Hf11,Fe-Hf,0
3850,Fe88Hf12,Fe-Hf,0
3851,Fe87Hf13,Fe-Hf,0
3852,Fe86Hf14,Fe-Hf,0
3853,Fe85Hf15,Fe-Hf,0
3854,Fe84Hf16,Fe-Hf,0
3855,Fe83Hf17,Fe-Hf,0
3856,Fe82Hf18,Fe-Hf,0
3857,Fe81Hf19,Fe-Hf,0
3858,Fe80Hf20,Fe-Hf,0
3859,Fe79Hf21,Fe-Hf,0
3860,Fe78Hf22,Fe-Hf,0
3861,Fe77Hf23,Fe-Hf,0
3862,Fe76Hf24,Fe-Hf,0
3863,Fe75Hf25,Fe-Hf,0
3864,Fe74Hf26,Fe-Hf,0
3865,Fe73Hf27,Fe-Hf,0
3866,Fe72Hf28,Fe-Hf,0
3867,Fe71Hf29,Fe-Hf,0
3868,Fe70Hf30,Fe-Hf,0
3869,Fe69Hf31,Fe-Hf,0
3870,Fe68Hf32,Fe-Hf,0
3871,Fe67Hf33,Fe-Hf,0
3872,Fe66Hf34,Fe-Hf,0
3873,Fe65Hf35,Fe-Hf,0
3874,Fe64Hf36,Fe-Hf,0
3875,Fe63Hf37,Fe-Hf,0
3876,Fe62Hf38,Fe-Hf,0
3877,Fe61Hf39,Fe-Hf,0
3878,Fe60Hf40,Fe-Hf,0
3879,Fe59Hf41,Fe-Hf,0
3880,Fe58Hf42,Fe-Hf,0
3881,Fe57Hf43,Fe-Hf,0
3882,Fe56Hf44,Fe-Hf,0
3883,Fe55Hf45,Fe-Hf,0
3884,Fe54Hf46,Fe-Hf,0
3885,Fe53Hf47,Fe-Hf,0
3886,Fe52Hf48,Fe-Hf,0
3887,Fe51Hf49,Fe-Hf,0
3888,Fe50Hf50,Fe-Hf,0
3889,Fe49Hf51,Fe-Hf,0
3890,Fe48Hf52,Fe-Hf,0
3891,Fe47Hf53,Fe-Hf,0
3892,Fe46Hf54,Fe-Hf,0
3893,Fe45Hf55,Fe-Hf,0
3894,Fe44Hf56,Fe-Hf,0
3895,Fe43Hf57,Fe-Hf,0
3896,Fe42Hf58,Fe-Hf,0
3897,Fe41Hf59,Fe-Hf,0
3898,Fe40Hf60,Fe-Hf,0
3899,Fe39Hf61,Fe-Hf,0
3900,Fe38Hf62,Fe-Hf,0
3901,Fe37Hf63,Fe-Hf,0
3902,Fe36Hf64,Fe-Hf,0
3903,Fe35Hf65,Fe-Hf,0
3904,Fe34Hf66,Fe-Hf,0
3905,Fe33Hf67,Fe-Hf,0
3906,Fe32Hf68,Fe-Hf,0
3907,Fe31Hf69,Fe-Hf,0
3908,Fe30Hf70,Fe-Hf,0
3909,Fe29Hf71,Fe-Hf,0
3910,Fe28Hf72,Fe-Hf,0
3911,Fe27Hf73,Fe-Hf,0
3912,Fe26Hf74,Fe-Hf,0
3913,Fe25Hf75,Fe-Hf,0
3914,Fe24Hf76,Fe-Hf,0
3915,Fe23Hf77,Fe-Hf,0
3916,Fe22Hf78,Fe-Hf,0
3917,Fe21Hf79,Fe-Hf,0
3918,Fe20Hf80,Fe-Hf,0
3919,Fe19Hf81,Fe-Hf,0
3920,Fe18Hf82,Fe-Hf,0
3921,Fe17Hf83,Fe-Hf,0
3922,Fe16Hf84,Fe-Hf,0
3923,Fe15Hf85,Fe-Hf,0
3924,Fe14Hf86,Fe-Hf,0
3925,Fe13Hf87,Fe-Hf,0
3926,Fe12Hf88,Fe-Hf,0
3927,Fe11Hf89,Fe-Hf,0
3928,Fe10Hf90,Fe-Hf,0
3929,Fe9Hf91,Fe-Hf,0
3930,Fe8Hf92,Fe-Hf,0
3931,Fe7Hf93,Fe-Hf,0
3932,Fe6Hf94,Fe-Hf,0
3933,Fe5Hf95,Fe-Hf,0
3934,Fe4Hf96,Fe-Hf,0
3935,Fe3Hf97,Fe-Hf,0
3936,Fe2Hf98,Fe-Hf,0
3937,Fe1Hf99,Fe-Hf,0
3938,Fe0Hf100,Fe-Hf,0
3939,Fe100Nd0,Fe-Nd,0
3940,Fe99Nd1,Fe-Nd,0
3941,Fe98Nd2,Fe-Nd,0
3942,Fe97Nd3,Fe-Nd,0
3943,Fe96Nd4,Fe-Nd,0
3944,Fe95Nd5,Fe-Nd,0
3945,Fe94Nd6,Fe-Nd,0
3946,Fe93Nd7,Fe-Nd,0
3947,Fe92Nd8,Fe-Nd,0
3948,Fe91Nd9,Fe-Nd,0
3949,Fe90Nd10,Fe-Nd,0
3950,Fe89Nd11,Fe-Nd,1
3951,Fe88Nd12,Fe-Nd,1
3952,Fe87Nd13,Fe-Nd,1
3953,Fe86Nd14,Fe-Nd,1
3954,Fe85Nd15,Fe-Nd,1
3955,Fe84Nd16,Fe-Nd,1
3956,Fe83Nd17,Fe-Nd,1
3957,Fe82Nd18,Fe-Nd,1
3958,Fe81Nd19,Fe-Nd,1
3959,Fe80Nd20,Fe-Nd,1
3960,Fe79Nd21,Fe-Nd,1
3961,Fe78Nd22,Fe-Nd,1
3962,Fe77Nd23,Fe-Nd,1
3963,Fe76Nd24,Fe-Nd,1
3964,Fe75Nd25,Fe-Nd,1
3965,Fe74Nd26,Fe-Nd,1
3966,Fe73Nd27,Fe-Nd,1
3967,Fe72Nd28,Fe-Nd,1
3968,Fe71Nd29,Fe-Nd,1
3969,Fe70Nd30,Fe-Nd,1
3970,Fe69Nd31,Fe-Nd,1
3971,Fe68Nd32,Fe-Nd,1
3972,Fe67Nd33,Fe-Nd,1
3973,Fe66Nd34,Fe-Nd,1
3974,Fe65Nd35,Fe-Nd,1
3975,Fe64Nd36,Fe-Nd,1
3976,Fe63Nd37,Fe-Nd,1
3977,Fe62Nd38,Fe-Nd,1
3978,Fe61Nd39,Fe-Nd,1
3979,Fe60Nd40,Fe-Nd,1
3980,Fe59Nd41,Fe-Nd,1
3981,Fe58Nd42,Fe-Nd,1
3982,Fe57Nd43,Fe-Nd,1
3983,Fe56Nd44,Fe-Nd,1
3984,Fe55Nd45,Fe-Nd,1
3985,Fe54Nd46,Fe-Nd,1
3986,Fe53Nd47,Fe-Nd,1
3987,Fe52Nd48,Fe-Nd,1
3988,Fe51Nd49,Fe-Nd,1
3989,Fe50Nd50,Fe-Nd,1
3990,Fe49Nd51,Fe-Nd,1
3991,Fe48Nd52,Fe-Nd,1
3992,Fe47Nd53,Fe-Nd,1
3993,Fe46Nd54,Fe-Nd,1
3994,Fe45Nd55,Fe-Nd,1
3995,Fe44Nd56,Fe-Nd,1
3996,Fe43Nd57,Fe-Nd,1
3997,Fe42Nd58,Fe-Nd,1
3998,Fe41Nd59,Fe-Nd,1
3999,Fe40Nd60,Fe-Nd,1
4000,Fe39Nd61,Fe-Nd,0
4001,Fe38Nd62,Fe-Nd,0
4002,Fe37Nd63,Fe-Nd,0
4003,Fe36Nd64,Fe-Nd,0
4004,Fe35Nd65,Fe-Nd,0
4005,Fe34Nd66,Fe-Nd,0
4006,Fe33Nd67,Fe-Nd,0
4007,Fe32Nd68,Fe-Nd,0
4008,Fe31Nd69,Fe-Nd,0
4009,Fe30Nd70,Fe-Nd,0
4010,Fe29Nd71,Fe-Nd,0
4011,Fe28Nd72,Fe-Nd,0
4012,Fe27Nd73,Fe-Nd,0
4013,Fe26Nd74,Fe-Nd,0
4014,Fe25Nd75,Fe-Nd,0
4015,Fe24Nd76,Fe-Nd,0
4016,Fe23Nd77,Fe-Nd,0
4017,Fe22Nd78,Fe-Nd,0
4018,Fe21Nd79,Fe-Nd,0
4019,Fe20Nd80,Fe-Nd,0
4020,Fe19Nd81,Fe-Nd,0
4021,Fe18Nd82,Fe-Nd,0
4022,Fe17Nd83,Fe-Nd,0
4023,Fe16Nd84,Fe-Nd,0
4024,Fe15Nd85,Fe-Nd,0
4025,Fe14Nd86,Fe-Nd,0
4026,Fe13Nd87,Fe-Nd,0
4027,Fe12Nd88,Fe-Nd,0
4028,Fe11Nd89,Fe-Nd,0
4029,Fe10Nd90,Fe-Nd,0
4030,Fe9Nd91,Fe-Nd,0
4031,Fe8Nd92,Fe-Nd,0
4032,Fe7Nd93,Fe-Nd,0
4033,Fe6Nd94,Fe-Nd,0
4034,Fe5Nd95,Fe-Nd,0
4035,Fe4Nd96,Fe-Nd,0
4036,Fe3Nd97,Fe-Nd,0
4037,Fe2Nd98,Fe-Nd,0
4038,Fe1Nd99,Fe-Nd,0
4039,Fe0Nd100,Fe-Nd,0
4040,Fe100Pr0,Fe-Pr,0
4041,Fe99Pr1,Fe-Pr,0
4042,Fe98Pr2,Fe-Pr,0
4043,Fe97Pr3,Fe-Pr,0
4044,Fe96Pr4,Fe-Pr,0
4045,Fe95Pr5,Fe-Pr,0
4046,Fe94Pr6,Fe-Pr,0
4047,Fe93Pr7,Fe-Pr,0
4048,Fe92Pr8,Fe-Pr,0
4049,Fe91Pr9,Fe-Pr,0
4050,Fe90Pr10,Fe-Pr,0
4051,Fe89Pr11,Fe-Pr,0
4052,Fe88Pr12,Fe-Pr,0
4053,Fe87Pr13,Fe-Pr,0
4054,Fe86Pr14,Fe-Pr,0
4055,Fe85Pr15,Fe-Pr,0
4056,Fe84Pr16,Fe-Pr,0
4057,Fe83Pr17,Fe-Pr,0
4058,Fe82Pr18,Fe-Pr,0
4059,Fe81Pr19,Fe-Pr,0
4060,Fe80Pr20,Fe-Pr,0
4061,Fe79Pr21,Fe-Pr,0
4062,Fe78Pr22,Fe-Pr,0
4063,Fe77Pr23,Fe-Pr,0
4064,Fe76Pr24,Fe-Pr,0
4065,Fe75Pr25,Fe-Pr,0
4066,Fe74Pr26,Fe-Pr,0
4067,Fe73Pr27,Fe-Pr,0
4068,Fe72Pr28,Fe-Pr,0
4069,Fe71Pr29,Fe-Pr,0
4070,Fe70Pr30,Fe-Pr,0
4071,Fe69Pr31,Fe-Pr,0
4072,Fe68Pr32,Fe-Pr,0
4073,Fe67Pr33,Fe-Pr,0
4074,Fe66Pr34,Fe-Pr,0
4075,Fe65Pr35,Fe-Pr,0
4076,Fe64Pr36,Fe-Pr,0
4077,Fe63Pr37,Fe-Pr,0
4078,Fe62Pr38,Fe-Pr,0
4079,Fe61Pr39,Fe-Pr,0
4080,Fe60Pr40,Fe-Pr,0
4081,Fe59Pr41,Fe-Pr,0
4082,Fe58Pr42,Fe-Pr,0
4083,Fe57Pr43,Fe-Pr,0
4084,Fe56Pr44,Fe-Pr,0
4085,Fe55Pr45,Fe-Pr,1
4086,Fe54Pr46,Fe-Pr,1
4087,Fe53Pr47,Fe-Pr,1
4088,Fe52Pr48,Fe-Pr,1
4089,Fe51Pr49,Fe-Pr,1
4090,Fe50Pr50,Fe-Pr,1
4091,Fe49Pr51,Fe-Pr,1
4092,Fe48Pr52,Fe-Pr,1
4093,Fe47Pr53,Fe-Pr,1
4094,Fe46Pr54,Fe-Pr,1
4095,Fe45Pr55,Fe-Pr,1
4096,Fe44Pr56,Fe-Pr,1
4097,Fe43Pr57,Fe-Pr,1
4098,Fe42Pr58,Fe-Pr,1
4099,Fe41Pr59,Fe-Pr,1
4100,Fe40Pr60,Fe-Pr,1
4101,Fe39Pr61,Fe-Pr,1
4102,Fe38Pr62,Fe-Pr,1
4103,Fe37Pr63,Fe-Pr,1
4104,Fe36Pr64,Fe-Pr,1
4105,Fe35Pr65,Fe-Pr,1
4106,Fe34Pr66,Fe-Pr,1
4107,Fe33Pr67,Fe-Pr,1
4108,Fe32Pr68,Fe-Pr,1
4109,Fe31Pr69,Fe-Pr,1
4110,Fe30Pr70,Fe-Pr,1
4111,Fe29Pr71,Fe-Pr,1
4112,Fe28Pr72,Fe-Pr,1
4113,Fe27Pr73,Fe-Pr,1
4114,Fe26Pr74,Fe-Pr,1
4115,Fe25Pr75,Fe-Pr,1
4116,Fe24Pr76,Fe-Pr,1
4117,Fe23Pr77,Fe-Pr,1
4118,Fe22Pr78,Fe-Pr,1
4119,Fe21Pr79,Fe-Pr,1
4120,Fe20Pr80,Fe-Pr,1
4121,Fe19Pr81,Fe-Pr,1
4122,Fe18Pr82,Fe-Pr,1
4123,Fe17Pr83,Fe-Pr,1
4124,Fe16Pr84,Fe-Pr,1
4125,Fe15Pr85,Fe-Pr,1
4126,Fe14Pr86,Fe-Pr,1
4127,Fe13Pr87,Fe-Pr,1
4128,Fe12Pr88,Fe-Pr,1
4129,Fe11Pr89,Fe-Pr,1
4130,Fe10Pr90,Fe-Pr,1
4131,Fe9Pr91,Fe-Pr,0
4132,Fe8Pr92,Fe-Pr,0
4133,Fe7Pr93,Fe-Pr,0
4134,Fe6Pr94,Fe-Pr,0
4135,Fe5Pr95,Fe-Pr,0
4136,Fe4Pr96,Fe-Pr,0
4137,Fe3Pr97,Fe-Pr,0
4138,Fe2Pr98,Fe-Pr,0
4139,Fe1Pr99,Fe-Pr,0
4140,Fe0Pr100,Fe-Pr,0
4141,Fe100Y0,Fe-Y,0
4142,Fe99Y1,Fe-Y,0
4143,Fe98Y2,Fe-Y,0
4144,Fe97Y3,Fe-Y,0
4145,Fe96Y4,Fe-Y,0
4146,Fe95Y5,Fe-Y,0
4147,Fe94Y6,Fe-Y,0
4148,Fe93Y7,Fe-Y,0
4149,Fe92Y8,Fe-Y,0
4150,Fe91Y9,Fe-Y,0
4151,Fe90Y10,Fe-Y,0
4152,Fe89Y11,Fe-Y,0
4153,Fe88Y12,Fe-Y,0
4154,Fe87Y13,Fe-Y,0
4155,Fe86Y14,Fe-Y,0
4156,Fe85Y15,Fe-Y,0
4157,Fe84Y16,Fe-Y,0
4158,Fe83Y17,Fe-Y,0
4159,Fe82Y18,Fe-Y,0
4160,Fe81Y19,Fe-Y,0
4161,Fe80Y20,Fe-Y,1
4162,Fe79Y21,Fe-Y,1
4163,Fe78Y22,Fe-Y,1
4164,Fe77Y23,Fe-Y,1
4165,Fe76Y24,Fe-Y,1
4166,Fe75Y25,Fe-Y,1
4167,Fe74Y26,Fe-Y,1
4168,Fe73Y27,Fe-Y,1
4169,Fe72Y28,Fe-Y,1
4170,Fe71Y29,Fe-Y,1
4171,Fe70Y30,Fe-Y,1
4172,Fe69Y31,Fe-Y,1
4173,Fe68Y32,Fe-Y,1
4174,Fe67Y33,Fe-Y,1
4175,Fe66Y34,Fe-Y,1
4176,Fe65Y35,Fe-Y,1
4177,Fe64Y36,Fe-Y,1
4178,Fe63Y37,Fe-Y,1
4179,Fe62Y38,Fe-Y,1
4180,Fe61Y39,Fe-Y,1
4181,Fe60Y40,Fe-Y,1
4182,Fe59Y41,Fe-Y,1
4183,Fe58Y42,Fe-Y,1
4184,Fe57Y43,Fe-Y,1
4185,Fe56Y44,Fe-Y,1
4186,Fe55Y45,Fe-Y,1
4187,Fe54Y46,Fe-Y,1
4188,Fe53Y47,Fe-Y,1
4189,Fe52Y48,Fe-Y,1
4190,Fe51Y49,Fe-Y,1
