formula,phase,gfa
B15Fe77.5Si7.5,AM,1
B15Fe80Si5,AM,1
B17.5Fe67.5Si15,AM,1
B17.5Fe70Si12.5,AM,1
B17.5Fe72.5Si10,AM,1
B17.5Fe75Si7.5,AM,1
B17.5Fe77.5Si5,AM,1
B20Fe65Si15,AM,1
B20Fe67.5Si12.5,AM,1
B20Fe70Si10,AM,1
B20Fe72.5Si7.5,AM,1
B20Fe75Si5,AM,1
B20Fe77.5Si2.5,AM,1
B20Fe80Si0,AM,1
B22.5Fe67.5Si10,AM,1
B22.5Fe70Si7.5,AM,1
B22.5Fe72.5Si5,AM,1
B22.5Fe77.5Si0,AM,1
B81.5Fe12.5Si6,AC,0
B7.5Fe74.5Si18,CR,0
B7.5Fe82.5Si10,CR,0
B10Fe83.5Si6.5,CR,0
B15Fe75Si10,AM,1
B12Fe78Si10,AM,1
B0Fe75Si25,AM,1
B7Fe75Si18,AM,1
B8Fe80Si12,AM,1
B9Fe75Si16,AM,1
B10Fe80Si10,AM,1
B12Fe80Si8,AM,1
B14Fe80Si6,AM,1
B15Fe75Si10,AM,1
B16Fe80Si4,AM,1
B17Fe75Si8,AM,1
B17Fe80Si3,AM,1
B18Fe80Si2,AM,1
B19Fe75Si6,AM,1
B20Fe80Si0,AM,1
B21Fe75Si4,AM,1
B23Fe75Si2,AM,1
B25Fe75Si0,AM,1
B5Fe80Si15,AM,1
B7.5Fe77.5Si15,AM,1
B7.5Fe80Si12.5,AM,1
B10Fe72.5Si17.5,AM,1
B10Fe75Si15,AM,1
B10Fe77.5Si12.5,AM,1
B10Fe80Si10,AM,1
B12.5Fe70Si17.5,AM,1
B12.5Fe72.5Si15,AM,1
B12.5Fe75Si12.5,AM,1
B12.5Fe77.5Si10,AM,1
B12.5Fe80Si7.5,AM,1
B12.5Fe82.5Si5,AM,1
B15Fe67.5Si17.5,AM,1
B15Fe70Si15,AM,1
B15Fe72.5Si12.5,AM,1
B15Fe75Si10,AM,1
B15Fe77.5Si7.5,AM,1
B15Fe80Si5,AM,1
B17.5Fe67.5Si15,AM,1
B17.5Fe70Si12.5,AM,1
B17.5Fe72.5Si10,AM,1
B17.5Fe75Si7.5,AM,1
B17.5Fe77.5Si5,AM,1
B20Fe65Si15,AM,1
B20Fe67.5Si12.5,AM,1
B20Fe70Si10,AM,1
B20Fe70Si10,AM,1
B20Fe72.5Si7.5,AM,1
B20Fe75Si5,AM,1
B20Fe77.5Si2.5,AM,1
B20Fe80Si0,AM,1
B22.5Fe67.5Si10,AM,1
B22.5Fe70Si7.5,AM,1
B22.5Fe72.5Si5,AM,1
B22.5Fe77.5Si0,AM,1
B6Fe81.5Si12.5,AC,0
B7.5Fe75Si17.5,CR,0
B7.5Fe82.5Si10,CR,0
B10Fe83Si7,CR,0
B16Fe79Si5,AM,1
B18Fe76Si6,AM,1
B10Fe75Si15,AM,1
B13Fe75Si12,AM,1
B9Fe78Si13,AM,1
B14.5Fe81.5Si4,AM,1
B13Fe77Si10,AM,1
B14Fe83Si3,AM,1
B18Fe76Si6,AM,1
B18Fe78Si4,AM,1
B18Fe80Si2,AM,1
B18Fe82Si0,AM,1
B12Fe80Si8,AM,1
B14Fe78Si8,AM,1
B12Fe82Si6,AM,1
B17Fe79.5Si3.5,AM,1
B19Fe81Si0,AM,1
B5Fe80Si15,AM,1
B7.5Fe75Si17.5,AM,1
B7.5Fe80Si12.5,AM,1
B10Fe70Si20,AM,1
B10Fe75Si15,AM,1
B10Fe80Si10,AM,1
B12Fe70Si18,AM,1
B12Fe75Si13,AM,1
B12Fe80Si8,AM,1
B15Fe70Si15,AM,1
B15Fe72Si13,AM,1
B15Fe75Si10,AM,1
B15Fe78Si7,AM,1
B15Fe80Si5,AM,1
B15Fe82Si3,AM,1
B15Fe85Si0,AM,1
B17Fe70Si13,AM,1
B17Fe80Si3,AM,1
B17Fe83Si0,AM,1
B17.5Fe80Si2.5,AM,1
B20Fe70Si10,AM,1
B20Fe75Si5,AM,1
B20Fe80Si0,AM,1
B22Fe75Si3,AM,1
B22Fe78Si0,AM,1
B22.5Fe70Si7.5,AM,1
B25Fe75Si0,AM,1
B10Fe75Si15,AM,1
B10Fe80Si10,AM,1
B12Fe78Si10,AM,1
B12Fe80Si8,AM,1
B12.2Fe74.8Si13,AM,1
B12.5Fe75Si12.5,AM,1
B12.5Fe77.5Si10,AM,1
B12.5Fe78.5Si9,AM,1
B14.5Fe78Si7.5,AM,1
B15Fe72.5Si12.5,AM,1
B15Fe74.5Si10.5,AM,1
B15Fe75.3Si9.7,AM,1
B15Fe77.5Si7.5,AM,1
B15Fe80Si5,AM,1
B16Fe74Si10,AM,1
B17.5Fe72.5Si10,AM,1
B17.5Fe73Si9.5,AM,1
B17.5Fe75Si7.5,AM,1
B17.8Fe74.9Si7.3,AM,1
B20Fe67Si13,AM,1
B20Fe70Si10,AM,1
B9.720Fe82Si8.280,AM,1
B11.180Fe79.3Si9.520,AM,1
B14Fe79Si7,AM,1
B12Fe82Si6,AM,1
B12Fe83Si5,AM,1
B12Fe84Si4,AM,1
B13Fe82Si5,AM,1
B13Fe83Si4,AM,1
B13Fe84Si3,AM,1
B14Fe82Si4,AM,1
B14Fe83Si3,AM,1
B14Fe84Si2,AM,1
B15Fe82Si3,AM,1
B15Fe83Si2,AM,1
B15Fe84Si1,AM,1
B16Fe82Si2,AM,1
B16Fe83Si1,AM,1
B17Fe82Si1,AM,1
B17Fe83Si0,AM,1
B18Fe82Si0,AM,1
B13Fe78Si9,AM,1
B15Fe77.5Si7.5,AM,1
B13Fe78Si9,AM,1
B9Fe78Si13,AM,1
B13Fe78Si9,AM,1
B7Fe78Si15,AM,1
B10Fe75Si15,AM,1
B12Fe80Si8,AM,1
B12.4Fe72.8Si14.8,AM,1
B12.5Fe78.5Si9,AM,1
B14Fe79Si7,AM,1
B15Fe71Si14,AM,1
B15Fe74.5Si10.5,AM,1
B15Fe75Si10,AM,1
B17.5Fe73Si9.5,AM,1
B18Fe75Si7,AM,1
B12Fe82Si6,AM,1
B12Fe82Si6,AM,1
B10Fe78Si12,OT,0
B15Fe75Si10,AM,1
B20Fe80Si0,AM,1
B15Fe77.5Si7.5,AC,0
B18Fe77Sm5,AM,1
B19.7Fe79Sm1.3,AM,1
B16.5Fe82Sn1.5,AM,1
B19Fe81Sn0,AM,1
B10Fe83Ta7,AM,1
B14Fe86Ta0,AM,1
B18Fe77Tb5,AM,1
B19.7Fe79Tb1.3,AM,1
B10Fe20Ti70,AM,1
B16Fe80.640Ti3.360,AM,1
B16Fe83.2Ti0.8,AM,1
B16Fe84Ti0,AM,1
B20Fe75Ti5,AM,1
B20Fe76Ti4,AM,1
B19Fe81Ti0,AM,1
B20Fe75Ti5,AM,1
B19Fe81Ti0,AM,1
B20Fe76Ti4,AM,1
B10Fe83Ti7,AM,1
B11Fe82Ti7,AM,1
B14Fe86Ti0,AM,1
B20Fe70V10,AM,1
B20Fe75V5,AM,1
B20Fe78V2,AM,1
B12Fe78V10,AM,1
B12Fe83V5,AM,1
B14Fe71V15,AM,1
B14Fe76V10,AM,1
B14Fe81V5,AM,1
B16Fe69V15,AM,1
B16Fe74V10,AM,1
B16Fe79V5,AM,1
B10Fe80V10,AC,0
B10Fe85V5,AC,0
B4Fe86V10,CR,0
B4Fe91V5,CR,0
B6Fe84V10,CR,0
B6Fe89V5,CR,0
B8Fe82V10,CR,0
B8Fe87V5,CR,0
B10Fe75V15,CR,0
B12Fe73V15,CR,0
B19Fe81V0,AM,1
B20Fe75V5,AM,1
B18Fe76V6,AM,1
B18Fe78V4,AM,1
B18Fe80V2,AM,1
B19Fe81V0,AM,1
B21Fe75V4,AM,1
B14Fe79V7,AM,1
B14Fe86V0,AM,1
B9Fe6W85,AM,1
B9Fe91W0,AM,1
B17Fe80.5W2.5,AM,1
B25Fe5W70,AM,1
B25Fe75W0,AM,1
B20Fe72W8,AM,1
B20Fe73.5W6.5,AM,1
B20Fe76W4,AM,1
B20Fe77.5W2.5,AM,1
B20Fe79W1,AM,1
B12Fe81W7,AM,1
B14Fe79W7,AM,1
B14Fe86W0,AM,1
B0Fe88Zr12,AM,1
B0Fe89Zr11,AM,1
B0Fe90Zr10,AM,1
B0Fe91Zr9,AM,1
B2Fe85Zr13,AM,1
B2Fe88Zr10,AM,1
B3Fe85Zr12,AM,1
B4Fe86Zr10,AM,1
B4Fe88Zr8,AM,1
B5Fe80Zr15,AM,1
B5Fe83Zr12,AM,1
B5Fe85Zr10,AM,1
B7Fe85Zr8,AM,1
B8Fe80Zr12,AM,1
B8Fe82Zr10,AM,1
B8Fe85Zr7,AM,1
B9Fe86Zr5,AM,1
B10Fe75Zr15,AM,1
B10Fe78Zr12,AM,1
B10Fe80Zr10,AM,1
B10Fe82Zr8,AM,1
B10Fe85Zr5,AM,1
B10Fe87Zr3,AM,1
B12Fe78Zr10,AM,1
B12Fe80Zr8,AM,1
B12Fe88Zr0,AM,1
B13Fe72Zr15,AM,1
B13Fe75Zr12,AM,1
B13Fe82Zr5,AM,1
B14Fe78Zr8,AM,1
B14Fe80Zr6,AM,1
B15Fe75Zr10,AM,1
B15Fe78Zr7,AM,1
B15Fe80Zr5,AM,1
B15Fe82Zr3,AM,1
B15Fe83Zr2,AM,1
B16Fe78Zr6,AM,1
B16Fe80Zr4,AM,1
B17Fe75Zr8,AM,1
B17Fe78Zr5,AM,1
B17Fe80Zr3,AM,1
B18Fe80Zr2,AM,1
B19Fe78Zr3,AM,1
B20Fe70Zr10,AM,1
B20Fe72Zr8,AM,1
B20Fe75Zr5,AM,1
B20Fe75Zr5,AM,1
B20Fe80Zr0,AM,1
B22Fe68Zr10,AM,1
B22Fe70Zr8,AM,1
B22Fe73Zr5,AM,1
B22Fe75Zr3,AM,1
B22Fe78Zr0,AM,1
B25Fe70Zr5,AM,1
B3Fe82Zr15,AC,0
B7Fe88Zr5,AC,0
B10Fe88Zr2,AC,0
B0Fe87Zr13,CR,0
B0Fe92Zr8,CR,0
B5Fe90Zr5,CR,0
B8Fe90Zr2,CR,0
B0Fe90Zr10,AM,1
B0Fe92Zr8,AM,1
B1Fe90Zr9,AM,1
B1Fe92Zr7,AM,1
B1.5Fe92Zr6.5,AM,1
B2Fe90Zr8,AM,1
B2.5Fe92Zr5.5,AM,1
B3Fe90Zr7,AM,1
B3.5Fe92Zr4.5,AM,1
B4Fe90Zr6,AM,1
B0Fe24Zr76,AM,1
B0Fe30Zr70,AM,1
B4Fe23Zr73,AM,1
B6Fe22.6Zr71.4,AM,1
B8Fe22Zr70,AM,1
B12Fe21Zr67,AM,1
B17Fe20Zr63,AM,1
B20Fe19Zr61,AM,1
B25Fe18Zr57,AM,1
B30Fe16.8Zr53.2,AM,1
B0Fe88Zr12,AM,1
B0Fe89Zr11,AM,1
B0Fe90Zr10,AM,1
B0Fe91Zr9,AM,1
B2Fe85Zr13,AM,1
B2Fe88Zr10,AM,1
B3Fe85Zr12,AM,1
B4Fe86Zr10,AM,1
B4Fe88Zr8,AM,1
B5Fe83Zr12,AM,1
B5Fe85Zr10,AM,1
B6Fe84Zr10,AM,1
B7Fe85Zr8,AM,1
B8Fe80Zr12,AM,1
B8Fe82Zr10,AM,1
B8Fe85Zr7,AM,1
B9Fe86Zr5,AM,1
B10Fe78Zr12,AM,1
B10Fe80Zr10,AM,1
B10Fe82Zr8,AM,1
B10Fe85Zr5,AM,1
B10Fe87Zr3,AM,1
B11Fe84Zr5,AM,1
B12Fe78Zr10,AM,1
B12Fe80Zr8,AM,1
B12Fe88Zr0,AM,1
B13Fe72Zr15,AM,1
B13Fe75Zr12,AM,1
B13Fe82Zr5,AM,1
B14Fe78Zr8,AM,1
B14Fe80Zr6,AM,1
B15Fe75Zr10,AM,1
B15Fe78Zr7,AM,1
B15Fe79Zr6,AM,1
B15Fe80Zr5,AM,1
B15Fe82Zr3,AM,1
B15Fe83Zr2,AM,1
B16Fe78Zr6,AM,1
B16Fe80Zr4,AM,1
B17Fe75Zr8,AM,1
B17Fe78Zr5,AM,1
B17Fe80Zr3,AM,1
B18Fe80Zr2,AM,1
B19Fe78Zr3,AM,1
B20Fe70Zr10,AM,1
B20Fe72Zr8,AM,1
B20Fe75Zr5,AM,1
B20Fe80Zr0,AM,1
B22Fe68Zr10,AM,1
B22Fe70Zr8,AM,1
B22Fe73Zr5,AM,1
B22Fe75Zr3,AM,1
B22Fe78Zr0,AM,1
B25Fe70Zr5,AM,1
B7Fe88Zr5,AC,0
B10Fe88Zr2,AC,0
B0Fe87Zr13,CR,0
B0Fe92Zr8,CR,0
B5Fe90Zr5,CR,0
B8Fe90Zr2,CR,0
B3Fe90Zr7,AM,1
B2Fe91Zr7,AM,1
B4Fe89Zr7,AM,1
B6Fe87Zr7,AM,1
B8Fe85Zr7,AM,1
B3Fe90Zr7,AM,1
B0Fe92Zr8,AM,1
B2Fe91Zr7,AM,1
B2Fe91Zr7,AM,1
B4Fe89Zr7,AM,1
B6Fe87Zr7,AM,1
B12Fe81Zr7,AM,1
B14Fe86Zr0,AM,1
B16Fe77Zr7,AM,1
B0Fe85Zr15,AM,1
B0Fe88Zr12,AM,1
B2.5Fe89.5Zr8,AM,1
B4Fe90Zr6,AM,1
B4.5Fe84Zr11.5,AM,1
B5Fe80Zr15,AM,1
B6Fe84Zr10,AM,1
B8.5Fe84.5Zr7,AM,1
B10Fe75Zr15,AM,1
B10Fe80Zr10,AM,1
B14.5Fe80Zr5.5,AM,1
B15Fe75Zr10,AM,1
B15Fe83Zr2,AM,1
B17Fe80Zr3,AM,1
B20Fe75Zr5,AM,1
B21Fe75Zr4,AM,1
B5Fe90Zr5,AC,0
B7Fe90Zr3,AC,0
B0Fe93Zr7,CR,0
B4Fe93Zr3,CR,0
B0Fe75Zr25,AM,1
B5Fe71Zr24,AM,1
B10Fe67.5Zr22.5,AM,1
B15Fe64Zr21,AM,1
B20Fe60Zr20,AM,1
B10Ga18Gd72,AM,1
B10.5Mo30Ni59.5,AM,1
B17Mo12.5Ni70.5,AM,1
B17Mo14.5Ni68.5,AM,1
B17Mo16.5Ni66.5,AM,1
B10Mo80P10,AM,1
B20Mo24Rh56,AM,1
B18Mo49.2Ru32.8,AM,1
B14Mo51.6Ru34.4,AM,1
B18Mo49.2Ru32.8,AM,1
B22Mo46.8Ru31.2,AM,1
B0Mo60Ru40,AM,1
B8Mo55.5Ru36.5,AM,1
B15Mo51Ru34,AM,1
B24Mo46Ru30,AM,1
B10Mo70Si20,AM,1
B7.5Mo70Si22.5,AM,1
B10Mo70Si20,AM,1
B10Mo75Si15,AM,1
B12Mo71Si17,AM,1
B12Mo78Si10,AM,1
B15Mo70Si15,AM,1
B15Mo75Si10,AM,1
B17Mo73Si10,AM,1
B17Mo75Si8,AM,1
B17.5Mo70Si12.5,AM,1
B20Mo67.5Si12.5,AM,1
B20Mo70Si10,AM,1
B20Mo72.5Si7.5,AM,1
B20Mo75Si5,AM,1
B22Mo68Si10,AM,1
B22Mo70Si8,AM,1
B25Mo65Si10,AM,1
B20Mo65Si15,AC,0
B5Mo70Si25,CR,0
B5Mo75Si20,CR,0
B5Mo80Si15,CR,0
B5Mo85Si10,CR,0
B5Mo90Si5,CR,0
B10Mo65Si25,CR,0
B10Mo80Si10,CR,0
B10Mo85Si5,CR,0
B10Mo90Si0,CR,0
B15Mo65Si20,CR,0
B15Mo80Si5,CR,0
B15Mo85Si0,CR,0
B20Mo60Si20,CR,0
B20Mo77.5Si2.5,CR,0
B20Mo80Si0,CR,0
B25Mo60Si15,CR,0
B25Mo70Si5,CR,0
B25Mo75Si0,CR,0
B30Mo60Si10,CR,0
B30Mo70Si0,CR,0
B17Nb5Ni78,AM,1
B17Nb8Ni75,AM,1
B17Nb10Ni73,AM,1
B17Nb11.5Ni71.5,AM,1
B17Nb16.5Ni66.5,AM,1
B5Ni80P15,AM,1
B10Ni80P10,AM,1
B0Ni81.5P18.5,AM,1
B1.8Ni81.5P16.7,AM,1
B5.5Ni81.5P13,AM,1
B11.1Ni81.5P7.4,AM,1
B14.8Ni81.5P3.7,AM,1
B16.7Ni81.5P1.8,AM,1
B18.5Ni81.5P0,AM,1
B6Ni80P14,AM,1
B10Ni76P14,AM,1
B12Ni74P14,AM,1
B15Ni71P14,AM,1
B2Ni81.5P16.5,AM,1
B5.5Ni81.5P13,AM,1
B6Ni80P14,AM,1
B10Ni76P14,AM,1
B12Ni81.5P6.5,AM,1
B15Ni71P14,AM,1
B15Ni81.5P3.5,AM,1
B17Ni81.5P1.5,AM,1
B18Ni80P2,AM,1
B10Ni76Si14,AM,1
B12Ni72Si16,AM,1
B13Ni72Si15,AM,1
B14Ni70Si16,AM,1
B14Ni76Si10,AM,1
B16Ni72Si12,AM,1
B17Ni69Si14,AM,1
B17Ni75Si8,AM,1
B20Ni72Si8,AM,1
B24Ni66Si10,AM,1
B24Ni68Si8,AM,1
B24Ni72Si4,AM,1
B28Ni66Si6,AM,1
B28Ni68Si4,AM,1
B28Ni69Si3,AM,1
B12Ni78Si10,CR,0
B14Ni80Si6,CR,0
B16Ni80Si4,CR,0
B20Ni76Si4,CR,0
B12Ni78Si10,AM,1
B15Ni75Si10,AM,1
B17Ni75Si8,AM,1
B10Ni76Si14,AM,1
B12Ni78Si10,AM,1
B13Ni72Si15,AM,1
B14Ni76Si10,AM,1
B16Ni72Si12,AM,1
B17Ni69Si14,AM,1
B17Ni75Si8,AM,1
B18Ni76Si6,AM,1
B20Ni68Si12,AM,1
B20Ni72Si8,AM,1
B20Ni76Si4,AM,1
B22Ni72Si6,AM,1
B24Ni66Si10,AM,1
B24Ni68Si8,AM,1
B24Ni72Si4,AM,1
B28Ni66Si6,AM,1
B28Ni68Si4,AM,1
B12Ni72Si16,AC,0
B14Ni70Si16,AC,0
B14Ni80Si6,AC,0
B16Ni80Si4,AC,0
B28Ni64Si8,AC,0
B28Ni69Si3,AC,0
B6Ni76Si18,CR,0
B7.5Ni76.5Si16,CR,0
B8Ni80Si12,CR,0
B10Ni72Si18,CR,0
B10Ni80Si10,CR,0
B12Ni80Si8,CR,0
B12Ni84Si4,CR,0
B13Ni69Si18,CR,0
B16Ni68Si16,CR,0
B16Ni84Si0,CR,0
B19Ni67Si14,CR,0
B20Ni65Si15,CR,0
B20Ni77.5Si2.5,CR,0
B20Ni80Si0,CR,0
B22Ni75.5Si2.5,CR,0
B24Ni64Si12,CR,0
B24Ni76Si0,CR,0
B25Ni72.5Si2.5,CR,0
B28Ni60Si12,CR,0
B28Ni72Si0,CR,0
B30Ni66Si4,CR,0
B30Ni70Si0,CR,0
B17Ni75Si8,AM,1
B12Ni78Si10,AM,1
B17Ni75Si8,AM,1
B13Ni77Si10,AM,1
B12Ni78Si10,AM,1
B10Ni80Si10,AM,1
B12Ni76Si12,AM,1
B14Ni78Si8,AM,1
B10Ni75Si15,AM,1
B11Ni78Si11,AM,1
B12.5Ni75Si12.5,AM,1
B14Ni72Si14,AM,1
B15Ni75Si10,AM,1
B17Ni68Si15,AM,1
B17.5Ni75Si7.5,AM,1
B20Ni75Si5,AM,1
B14Ni78Si8,AM,1
B21Ni72Si7,AM,1
B22.5Ni70Si7.5,AM,1
B24Ni68Si8,AM,1
B25.5Ni66Si8.5,AM,1
B10Ni75Si15,AM,1
B12.5Ni75Si12.5,AM,1
B14Ni78Si8,AM,1
B15Ni75Si10,AM,1
B17.5Ni75Si7.5,AM,1
B20Ni75Si5,AM,1
B14Ni78Si8,AM,1
B17Ni76Si7,AM,1
B10Ni80Si10,AM,1
B10Ni75Si15,AM,1
B10Ni80Si10,AM,1
B15Ni75Si10,AM,1
B17Ni80Si3,AM,1
B20Ni65Si15,AM,1
B20Ni75Si5,AM,1
B21Ni67Si12,AM,1
B26Ni72Si2,AM,1
B27Ni70Si3,AM,1
B17Ni73Si10,AM,1
B12Ni78Si10,AM,1
B17Ni70Ta13,AM,1
B17Ni71Ta12,AM,1
B17Ni73Ta10,AM,1
B8Ni30Ti62,AM,1
B10Ni20Ti70,AM,1
B18.2Ni78Ti3.8,AM,1
B19.1Ni78.8Ti2.1,AM,1
B17Ni66.5W16.5,AM,1
B17Ni68.5W14.5,AM,1
B17Ni70.5W12.5,AM,1
B17Ni75W8,AM,1
B17Ni73Zr10,AM,1
B17Ni78Zr5,AM,1
B0Ni67Zr33,AM,1
B10Ni30Zr60,AM,1
B16Ni28Zr56,AM,1
B0Ni40Zr60,AM,1
B2Ni38Zr60,AM,1
B4Ni36Zr60,AM,1
B6Ni34Zr60,AM,1
B8Ni32Zr60,AM,1
B10Ni30Zr60,AM,1
B16Ni24Zr60,AM,1
B4Pd80Si16,AM,1
B20Ru40W40,AM,1
B10Si20W70,AM,1
Ba0Cu27La73,AM,1
Ba0Cu37.5La62.5,AM,1
Ba1Cu38La61,AM,1
Ba2Cu27La71,AM,1
Ba2Cu39La59,AM,1
Ba3Cu40La57,AM,1
Ba3Cu41La56,AM,1
Ba4Cu27La69,AM,1
Ba4Cu42La54,AM,1
Ba4.5Cu27.5La68,AM,1
Ba5Cu42La53,AM,1
Ba7Cu28La65,AM,1
Ba7Cu41.5La51.5,AM,1
Ba7.5Cu29La63.5,AM,1
Ba8Cu30La62,AM,1
Ba8Cu40La52,AM,1
Ba9Cu31La60,AM,1
Ba9Cu39La52,AM,1
Ba9.5Cu38La52.5,AM,1
Ba10Cu32La58,AM,1
Ba10Cu33.5La56.5,AM,1
Ba10Cu35La55,AM,1
Ba10Cu36.5La53.5,AM,1
Ba67Cu5La28,AM,1
Ba12.5Cu62.5Y25,AM,1
Ba22Cu67Yb11,AM,1
Be43Hf5Zr52,AM,1
Be43Hf25Zr32,AM,1
Be43Hf54Zr3,AM,1
Be30Nb0Zr70,AM,1
Be30Nb5Zr65,AM,1
Be32.5Nb2.5Zr65,AM,1
Be32.5Nb5Zr62.5,AM,1
Be35Nb0Zr65,AM,1
Be35Nb2.5Zr62.5,AM,1
Be35Nb5Zr60,AM,1
Be35Nb10Zr55,AM,1
Be40Nb0Zr60,AM,1
Be45Nb0Zr55,AM,1
Be50Nb0Zr50,AM,1
Be20Nb10Zr70,AC,0
Be20Nb15Zr65,AC,0
Be20Nb20Zr60,AC,0
Be25Nb10Zr65,AC,0
Be25Nb15Zr60,AC,0
Be32.5Nb0Zr67.5,AM,1
Be32.5Nb2.5Zr65,AM,1
Be32.5Nb4Zr63.5,AM,1
Be32.5Nb5Zr62.5,AM,1
Be0Si20Ti80,AM,1
Be20Si10Ti70,AM,1
Be25Si5Ti70,AM,1
Be30Si5Ti65,AM,1
Be35Si5Ti60,AM,1
Be37Si0Ti63,AM,1
Be38Si0Ti62,AM,1
Be39Si0Ti61,AM,1
Be40Si0Ti60,AM,1
Be0Si15Ti85,AC,0
Be0Si25Ti75,AC,0
Be15Si10Ti75,AC,0
Be15Si15Ti70,AC,0
Be20Si5Ti75,AC,0
Be20Si15Ti65,AC,0
Be25Si10Ti65,AC,0
Be30Si0Ti70,AC,0
Be30Si10Ti60,AC,0
Be35Si0Ti65,AC,0
Be35Si10Ti55,AC,0
Be40Si5Ti55,AC,0
Be43Si0Ti57,AC,0
Be45Si0Ti55,AC,0
Be45Si5Ti50,AC,0
Be10Si15Ti75,CR,0
Be25Si15Ti60,CR,0
Be30Si15Ti55,CR,0
Be35Si15Ti50,CR,0
Be40Si10Ti50,CR,0
Be40Ti50Zr10,AM,1
Be30Ti0Zr70,AM,1
Be35Ti0Zr65,AM,1
Be37.5Ti62.5Zr0,AM,1
Be40Ti0Zr60,AM,1
Be40Ti60Zr0,AM,1
Be41Ti59Zr0,AM,1
Be45Ti0Zr55,AM,1
Be50Ti0Zr50,AM,1
Be20Ti0Zr80,AC,0
Be20Ti80Zr0,AC,0
Be30Ti70Zr0,AC,0
Be42Ti58Zr0,AC,0
Be50Ti50Zr0,AC,0
Be2.5Ti0Zr97.5,CR,0
Be7.5Ti0Zr92.5,CR,0
Be10Ti0Zr90,CR,0
Be10Ti90Zr0,CR,0
Be40Ti50Zr10,AM,1
Be40Ti30Zr30,AM,1
C16Co36Cr48,AM,1
C18Co34Cr48,AM,1
C18Co38Cr44,AM,1
C18Co42Cr40,AM,1
C18Co44Cr38,AM,1
C18Co48Cr34,AM,1
C18Co52Cr30,AM,1
C18Co56Cr26,AM,1
C20Co36Cr44,AM,1
C20Co40Cr40,AM,1
C20Co44Cr36,AM,1
C20Co48Cr32,AM,1
C20Co52Cr28,AM,1
C22Co36Cr42,AM,1
C22Co40Cr38,AM,1
C22Co44Cr34,AM,1
C16Co44Cr40,AC,0
C16Co48Cr36,AC,0
C22Co48Cr30,AC,0
C14Co40Cr46,CR,0
C16Co52Cr32,CR,0
C16Co56Cr28,CR,0
C16Co60Cr24,CR,0
C18Co60Cr22,CR,0
C20Co56Cr24,CR,0
C22Co52Cr26,CR,0
C16Co48Mo36,AM,1
C16Co56Mo28,AM,1
C16Co60Mo24,AM,1
C16Co64Mo20,AM,1
C16Co68Mo16,AM,1
C16Co72Mo12,AM,1
C18Co46Mo36,AM,1
C18Co50Mo32,AM,1
C18Co54Mo28,AM,1
C18Co58Mo24,AM,1
C18Co62Mo20,AM,1
C18Co66Mo16,AM,1
C18Co70Mo12,AM,1
C18Co72Mo10,AM,1
C20Co44Mo36,AM,1
C20Co48Mo32,AM,1
C20Co52Mo28,AM,1
C20Co56Mo24,AM,1
C20Co60Mo20,AM,1
C20Co64Mo16,AM,1
C20Co68Mo12,AM,1
C20Co70Mo10,AM,1
C22Co46Mo32,AM,1
C22Co50Mo28,AM,1
C22Co54Mo24,AM,1
C22Co58Mo20,AM,1
C22Co62Mo16,AM,1
C22Co68Mo10,AM,1
C14Co62Mo24,AC,0
C16Co74Mo10,AC,0
C14Co46Mo40,CR,0
C14Co50Mo36,CR,0
C14Co70Mo16,CR,0
C14Co74Mo12,CR,0
C14Co76Mo10,CR,0
C18Co42Mo40,CR,0
C18Co74Mo8,CR,0
C10Co67.5Si22.5,AM,1
C12.5Co65Si22.5,AM,1
C12.5Co67.5Si20,AM,1
C15Co67.5Si17.5,AM,1
C17.5Co67.5Si15,AM,1
C10Co67.5Si22.5,AC,0
C10Co75Si15,AC,0
C20Co70Si10,AC,0
C0Co70Si30,CR,0
C0Co75Si25,CR,0
C0Co80Si20,CR,0
C0Co85Si15,CR,0
C0Co90Si10,CR,0
C0Co95Si5,CR,0
C0Co1Si0,CR,0
C5Co70Si25,CR,0
C5Co75Si20,CR,0
C5Co80Si15,CR,0
C10Co85Si5,CR,0
C10Co90Si0,CR,0
C15Co75Si10,CR,0
C15Co80Si5,CR,0
C15Co85Si0,CR,0
C20Co75Si5,CR,0
C14Co72W14,AM,1
C16Co70W14,AM,1
C16Co72W12,AM,1
C18Co70W12,AM,1
C14Co66W20,AC,0
C14Co70W16,AC,0
C16Co64W20,AC,0
C16Co68W16,AC,0
C16Co74W10,AC,0
C18Co62W20,AC,0
C18Co66W16,AC,0
C18Co68W14,AC,0
C12Co68W20,CR,0
C12Co74W14,CR,0
C14Co76W10,CR,0
C18Co58W24,CR,0
C18Co72W10,CR,0
C20Co68W12,CR,0
C20Co70W10,CR,0
C12.5Co72.5W15,AM,1
C14Co70W16,AM,1
C14Co72W14,AM,1
C15Co70W15,AM,1
C12.5Co67.5W20,AC,0
C12.5Co70W17.5,AC,0
C12.5Co72.5W15,AC,0
C12.5Co75W12.5,AC,0
C12.5Co77.5W10,AC,0
C15Co65W20,AC,0
C15Co67.5W17.5,AC,0
C15Co75W10,AC,0
C17.5Co65W17.5,AC,0
C20Co60W20,AC,0
C2.5Co95W2.5,CR,0
C5Co80W15,CR,0
C5Co85W10,CR,0
C5Co90W5,CR,0
C7.5Co77.5W15,CR,0
C7.5Co82.5W10,CR,0
C7.5Co85W7.5,CR,0
