composition,Eg (eV)
CaAgF5,0
Mn3PdN,0
Si2Pd9,0
Pr27Se40,0
Tb10B7C10,0
TbRh2,0
"ThFe2SiC,63",0
"Ba3CaIr2O9,164",0
Dy2MgIn,0
"Li2Ni3TeO8,186",0
LiAgF3,0
VTe2,0
"ErAl9(Fe2Si3)2,137",0
"Ti5Zn4(TeO6)3,15",0
NdZn2Ag,0
HoZnRh2,0
BaPt5,0
Li8PO3,0
UGa3Ni,0
ZrCd,0
Pm2CuGe,0
LiMn9Se10,0
Pr4Sb3,0
Pr9Sb5O5,0
Al9Co2,0
Ta2TlO6,0
"LiCuPO4,15",0
LiTaRh2,0
Ca11Ga7,0
Zn2WN2,0
ErTlPd,0
RbBr3,0
LuAlAg2,0
CsNi2F6,0
Pm2LiIr,0
CrCo2Bi,0
DyNiGe2,0
CaPb,0
PrB2Ru2,0
La10Mn9O30,0
"BaZn(MoO2)4,162",0
BaGe3Pt,0
CaGaAu3,0
Er5NiPb3,0
TaTiFe2,0
"LiCu2(CO3)2,1",0
TbTe,0
Mg32Al36Ag13,0
SrLi2Sn,0
CaAu5,0
U2Cl5O2,0
Gd3ReO7,0
HoAlB14,0
Nb2Cr4Si5,0
LaNi12B6,0
MgSbPt,0
"Li3Ti2(PO4)3,12",0
Mg2Zr14O5,0
MnGaNi2,0
AlNi2S4,0
SmInAu,0
"Li2FeWO6,146",0
"Li2Fe3CoO8,4",0
Ca3Zr17O37,0
HfAlPd2,0
Ce3TaO7,0
"Li4Ni3BiO8,166",0
KAgO,0
"Li5Mn6(BO3)6,8",0
Ni4P3O12,0
"YTi4(CuO4)3,204",0
Cu9S5,0
"Eu2Ge(BO4)2,60",0
SrN2,0
CrFe2Se4,0
TiAsRh,0
BaCaSn3,0
CaCo2Ge2,0
"KH(CN2)3,2",0
TmMnO3,0
PrNiGe2,0
Yb2Zn3Ge3,0
SmPbAu,0
K2RuCl6,0
LuSi2Os2,0
Yb14Ti10O41,0
"Ba2CaOsO6,225",0
"Cu2PHO5,58",0
ZrSb,0
LiCuO2,0
"Te4MoW3S4,156",0
EuIn2As2,0
NiAsO3,0
LaMg3,0
CePrO2,0
"LuU2S3O2,139",0
Ti9O8,0
LiSiPd2,0
LuSi2Ni,0
Zr3Al2,0
VP4,0
Sm2TlZn,0
DyAgGe,0
MgZn2,0
GdSe2,0
"Li4NbNi3O8,166",0
BiPd,0
MnGePd,0
ThBi2,0
Yb2BaO4,0
KBi2,0
Ti10O11,0
UCr4C4,0
Rb6O,0
KTi5Se8,0
RbIn4,0
Rb15Hg16,0
CrFe2Sb,0
Fe9Co7,0
TeWCl9,0
LuAu,0
CeAl2Pt3,0
Ce2S2O,0
Yb2SmS4,0
MnS,0
UGa5Ir,0
DyCd2,0
ZrGaPt,0
CoOF,0
Ti2MnFe,0
KScO3,0
Er6MnBi2,0
YbSnRh,0
"Ca2MnAlO5,46",0
UGa2,0
"Li7Ca8Nb12O40,1",0
"Li4Mn5Ni3O16,8",0
Rb2CrF6,0
"BaTl(MoO3)2,8",0
Ta2TiN3,0
UB4H16,0
FeOF,0
Al2Cu,0
BaMn4O7,0
Y4C7,0
NiN,0
"Li4Mn(WO4)3,1",0
Rb5W18O54,0
Er2MnC4,0
Mn2GeS4,0
NdGaO3,0
Zr2Al,0
Ca2Sn2F3,0
CaNi4O6,0
Ca3Au,0
EuCl3O12,0
Nd2WC2,0
Na3UF7,0
Tb2In16Pt7,0
HfV2Ga4,0
TbSe2,0
YTi2Ga4,0
ReTe2Cl12,0
HoGeAu,0
Mn3SbO8,0
La8Mn7O24,0
VNi2,0
Ta2PtSe7,0
LaBiAu2,0
BaTh3,0
PrP,0
Tm5Ti5O17,0
Nd2Ni7P4,0
LiY2Ru,0
U2AlCo2,0
NdIn5Rh,0
"Li3Co4TeO8,12",0
"Li3Mn2(PO4)3,12",0
ThAsSe,0
V3CrO10,0
YbSmRh2,0
"RbVP2S7,5",0
Yb2MgSe4,0
NdAl7Au3,0
Ta4AlC3,0
Li3Cu4O4,0
NbCl4O2,0
TbYHg2,0
ZrAlPt,0
"Sr10Al4Si6O,71",0
"Li4Mn5Cu3O16,8",0
EuBi3,0
Mn2AlB2,0
"Li4Co5SbO12,12",0
BaLi4,0
CaGe2Rh2,0
Ti5B12O26,0
TmCo2Si2,0
MnSb2O6,0
TlCu6S4,0
Cu4As2O9,0
CuClO2,0
U6Co,0
Yb4Sb3,0
Ti5ZnO7,0
LuScRu2,0
TlTe,0
NaTl,0
Li12Fe5O16,0
TiHgO3,0
TlFeI3,0
"Li3Mn4(PO4)6,2",0
TbCl,0
Nd2ZnGa,0
Sr6Nb7O21,0
V4ZnO8,0
Al6Tc,0
"Cs2SCl6F,225",0
"Ce3NbS3O4,55",0
NbHO3,0
YbTbRh2,0
"EuSeClO3,62",0
EuNiGe3,0
Eu2PBr,0
CaCdSi,0
InHgW2,0
"Li4Ni2(PO4)3,2",0
SmHoHg2,0
PrAl3Ni2,0
Bi4I,0
HPbI3,0
Ti4NiBi2,0
Zr2Se,0
SnB,0
InAg3,0
Tm2MgRu,0
KLu,0
Nb6Co7,0
Li2MgHg,0
"LiFe2(PO4)3,1",0
Cu2OF2,0
Tl2Mo7O22,0
"Li6FeO5F,1",0
YSi2,0
SmMg3,0
HfTc,0
Na2V6O13,0
NdNi2Sn2,0
Dy2CdPd2,0
CeOs2,0
ScRh3C,0
Re5Ni2As12,0
"P2H4RhO9,5",0
LiLu2Ga,0
ZrTi2O,0
MnB2W2,0
CeCdAu2,0
ZrAlW,0
CaIrO3,0
CeSi2Au2,0
Pr4MgRu,0
MnNbO4,0
NaCdO3,0
ThAl8Fe4,0
Lu2TlAg,0
PrSbPt,0
"Mn3Cr3(CoO8)2,8",0
LiScHg2,0
Cu3P4O14,0
Ni2Mo4C,0
SmNiAs,0
Pm2NiRh,0
"Sr2YBi2O7,46",0
La16Mn15O48,0
CrCoGe,0
NaCeS2,0
YSiNi,0
ZrPd2,0
GeW6O18,0
NdBRh3,0
Ta4N5,0
"Li4Co3CuO8,166",0
Mg5Tl2,0
LaGa3Pd2,0
Co7Re17O48,0
Sm3Sc,0
Al7C3N3,0
NdScGe,0
Mg3Ru2,0
GdZnIn,0
Mg2V9O13,0
TiBr2,0
CuMoO4,0
"Li4Ti5Cr3O16,8",0
CaIn2Ir,0
HfC,0
YbSi2Rh2,0
BaAg2,0
Pr5Si4,0
Zr5SiSb3,0
CsTiF4,0
ScCoGe2,0
Mg3Tl,0
ErHg2,0
"LiMnCoO4,74",0
"Er3Al3NiGe2,189",0
HfCu2P2,0
LiMn4O8,0
Hg3As,0
YbAg2,0
ZrB2,0
PrZn,0
YbNdAg2,0
YbZnPt,0
Tm2Ga10Os3,0
CeMn2Si2,0
LiGaPd2,0
YbIn4Rh,0
YbBaSn3,0
Re2W3C,0
Li8IrO6,0
TiReN3,0
SrZr2Nb,0
Tl9SbSe6,0
Ti20Sb9Se3,0
Mn5As4,0
"EuTiClO3,12",0
"Dy7In(CoGe3)4,83",0
Te2Mo3Se4,0
CeSiI,0
SmSiCu,0
K8N3O,0
La3Re2O10,0
Sb2I2F11,0
Tb2Li6O7,0
BaSn3,0
Y3Fe62B14,0
"Eu2C(NO)2,164",0
KBiO3,0
Tb11S16,0
HoTh3,0
"Tm4In(NiGe2)2,12",0
SrIn2,0
Ca3TlN,0
RbBi2,0
Mg5As,0
ZnCo2O4,0
Rb2Mo9Se10,0
MgNiSb,0
Lu2InHg,0
Ca5Sn4S13,0
KC60,0
TiMn2Al,0
SrUS2,0
LuIr,0
EuAlO3,0
"Sr2HoRuO6,14",0
TlMo3Se3,0
SiW3,0
LaSn3Ru,0
MgTi4O6,0
LiIn2Rh,0
TiC,0
Er2SnAu2,0
EuRhO3,0
"Li3Co2(GeO4)3,230",0
NdCrGe3,0
Fe6W6C,0
SrCdSi,0
MgPb3,0
"CuPO4F,2",0
UCuP2,0
Li2NdAs2,0
Lu2CdIn,0
HfInCu2,0
"Eu3BWO9,173",0
Li2SnIr,0
DyCo2Ge2,0
PrB4,0
AsPd3Pb2,0
Zr3Ag,0
ZrTe,0
"RbB5(H2O3)4,41",0
Be22Re,0
"Li4Mn3Cr3O12,22",0
V3SiNi2,0
U2SnRh2,0
Hf2Ni,0
Mo5As4,0
V3Re,0
Yb2Ge2Ir,0
"TbBaMn2O6,51",0
"Cu2Hg2SF6,227",0
UNiSn,0
U2TeN2,0
KCo2Se2,0
KCoO2,0
Na2UI6,0
TbCo2,0
"Te4Mo(WS)2,187",0
Mn2P,0
YbMn2O5,0
YbIr2,0
CeH3O3,0
PrErIn2,0
YAl8Cu4,0
Al2FeNi,0
Tl3Si,0
Na8Cu5O10,0
Yb8Ge3Sb5,0
K3Sn,0
"Li2V3CrO8,166",0
Li3MnAs2,0
Fe3Si,0
Lu4C7,0
MnSbRh2,0
ZrInPd2,0
"Ba2BiSbO6,2",0
ScTiO3,0
ErB2Ir3,0
"Cu4H10SO12,7",0
LaCdAu,0
CuF,0
CeMgPt,0
PmGaAu2,0
TmAl4Ni,0
"Li4Co2Ni3O10,10",0
Zr3NiO,0
"TmU2S3O2,139",0
"CrH9(CN2)3,2",0
Li15Fe4O16,0
Li15Mn2O12,0
Mo2NCl8,0
Pd2N,0
PrBPt4,0
Li2TlAg,0
Ce4Si3Rh4,0
YSi2Rh2,0
"Ca2CuWO6,14",0
Mn2Nb,0
Ga8Cu3Mo2,0
Ni7P8O28,0
MgRh2Pb,0
MgCuBi,0
HoSi2Pd2,0
SrSiPd,0
"Ba2CoWO6,225",0
Lu3TlC,0
LaGeI,0
Li3CrO4,0
LiZrRh2,0
"HoSiRu2C,63",0
"Li4TiCr3O8,166",0
"Ba2CuWO6,87",0
LaRe2Ag,0
"MnFeCoGe,216",0
AlNi20B14,0
TaAs,0
Ca2Os2O7,0
TmMnGe,0
"LiMn2(PO4)2,29",0
Mn3NbO8,0
Ba5Bi3,0
Ti3Be,0
DyBPd3,0
Tm2CdHg,0
SnAs3,0
ThS,0
MgPt5,0
SrIn2Ir,0
V2GaSn2,0
"Li5Cr2Ni5O12,5",0
"Ba4Sm2Cu2O9,118",0
K3V,0
NdTlPd,0
"LiSn(PO3)4,134",0
"Ba14Pd3Ir8O33,5",0
LiGaPt2,0
Ca2Ti9O13,0
EuSn3,0
TlCoMo2,0
TbNi5,0
Bi2Pd3S2,0
Yb2Sn,0
EuF3,0
Rb3Tm,0
EuTiO3,0
ErFeC2,0
MnAs,0
Li4CrO5,0
Ho2B4C,0
"Cs2NaMgF6,225",0
Ho10Si17,0
ThCrB4,0
TbIn2Ni,0
"Li3FeNi3O8,186",0
VPO4,0
TmH2,0
"U2Cu2As3O,129",0
BaAg,0
Y2U3O11,0
Nd3AlC,0
AlB2,0
Sm2Tl,0
Ce5Ge3,0
Pr2InGe2,0
LiPr2Ru,0
NbCrN,0
V3Ag,0
ScBe5,0
TbGe2Rh2,0
HoMn12,0
Sc3Fe2Si3,0
MnInCu2,0
CePd5,0
La2PI2,0
LuAg2,0
AgPt3,0
Ag2BiO3,0
ScZnNi2,0
TaInNi,0
NiGe,0
YbGa2Pd,0
Eu3Sn,0
HoZnRh,0
La2Ge5Rh3,0
YbMgPd,0
LaGa,0
ScCdHg2,0
Ta5N6,0
Li2Lu3Ge3,0
U3Cu2Se7,0
TmMgCd2,0
YbLiPb,0
Yb2KF7,0
Li2V2F7,0
"Li3Mn(CuO3)2,12",0
MgRhF6,0
YbAl4Mo2,0
K2NbO6,0
Cu11Sb4S13,0
Dy2Ge3Pt9,0
"Li2V3FeO8,8",0
HoTlPd,0
CeAl3Ni2,0
MnSiNi2,0
LiGeRh2,0
"Li2MnNi3O8,166",0
K3Fe2S4,0
Mn2OF3,0
GdSb,0
Gd3S4,0
"In3Bi7(Pb2S9)2,11",0
LiInAg2,0
Lu2FeS4,0
Li2PrIn,0
KAg2,0
CuIr2S4,0
BaAs2Rh2,0
EuCaO2,0
NdAs2Pd2,0
Bi2P3O12,0
SrCe2Se4,0
TlZn2Tc,0
Sc14Cu14O37,0
Co2Ge,0
"Li3Fe(SbO3)4,1",0
ZrIr2,0
ScCoO3,0
Tm2MgTl,0
Nb5Ga4,0
Tb2Sb5,0
Lu2AlTc,0
"CeZnPO,166",0
