Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom]
CdMgO3,Cd,Mg,FALSE,not balanced,not balanced,1.31,0.72,cubic,-1.074,0.617,-,11.555,0.000,3.866,3.866,3.866,90.0,90.0,90.0,-2.735
CdMnO3,Cd,Mn,FALSE,2,4,1.31,0.53,orthorhombic,-1.514,0.100,0.600,10.496,0.229,5.259,5.338,7.478,90.0,90.0,90.0,0.247
CdMoO3,Cd,Mo,FALSE,2,4,1.31,0.65,rhombohedral,-1.667,0.156,0.033,11.652,0.000,5.382,5.382,5.382,62.6,62.6,62.6,4.417
CdNaO3,Cd,Na,FALSE,not balanced,not balanced,1.31,1.02,cubic,0.149,1.270,-,12.815,0.000,4.002,4.002,4.002,90.0,90.0,90.0,-4.163
CdNbO3,Cd,Nb,FALSE,2,4,1.31,0.68,orthorhombic,-2.098,0.154,0.001,12.266,0.000,5.562,5.586,7.895,90.0,90.0,90.0,4.948
CdNdO3,Cd,Nd,FALSE,not balanced,not balanced,1.31,0.98,cubic,-1.495,0.873,0.208,17.518,0.000,4.441,4.441,4.441,90.0,90.0,90.0,-3.145
CdNiO3,Cd,Ni,FALSE,2,4,1.31,0.48,orthorhombic,-0.799,0.192,0.000,10.305,0.000,5.206,5.372,7.369,90.0,90.0,90.0,-1.229
CdNpO3,Cd,Np,FALSE,element not in BV,element not in BV,1.31,0.86,cubic,-2.139,0.581,0.432,16.076,0.000,4.316,4.316,4.316,90.0,90.0,90.0,1.886
CdOsO3,Cd,Os,FALSE,element not in BV,element not in BV,1.31,0.57,rhombohedral,-1.086,0.156,0.006,11.311,0.000,5.287,5.287,5.287,63.7,63.7,63.7,2.412
CdPaO3,Cd,Pa,FALSE,element not in BV,element not in BV,1.31,0.91,rhombohedral,-2.367,-0.013,0.200,15.768,0.510,6.159,6.159,6.159,58.0,58.0,58.0,4.126
CdPbO3,Cd,Pb,FALSE,2,4,1.31,0.78,orthorhombic,-1.177,0.041,-,13.511,0.000,5.657,5.832,8.190,90.0,90.0,90.0,-0.666
CdPdO3,Cd,Pd,FALSE,2,4,1.31,0.62,orthorhombic,-0.827,0.064,-,11.460,0.000,5.374,5.561,7.669,90.0,90.0,90.0,-1.162
CdPmO3,Cd,Pm,FALSE,element not in BV,element not in BV,1.31,0.97,cubic,-1.549,0.784,0.207,17.203,0.000,4.414,4.414,4.414,90.0,90.0,90.0,-2.998
CdPrO3,Cd,Pr,FALSE,2,4,1.31,0.85,cubic,-1.452,0.831,0.211,17.914,0.000,4.474,4.474,4.474,90.0,90.0,90.0,-3.287
CdPtO3,Cd,Pt,FALSE,element not in BV,element not in BV,1.31,0.67,orthorhombic,-0.903,0.062,0.001,11.619,0.702,5.418,5.558,7.717,90.0,90.0,90.0,-0.550
CdPuO3,Cd,Pu,FALSE,element not in BV,element not in BV,1.31,0.83,orthorhombic,-2.495,-0.044,0.800,14.211,1.770,5.726,5.903,8.408,90.0,90.0,90.0,2.051
CdRbO3,Cd,Rb,FALSE,not balanced,not balanced,1.31,1.52,cubic,0.561,1.692,-,15.565,0.000,4.269,4.269,4.269,90.0,90.0,90.0,-3.978
CdReO3,Cd,Re,FALSE,2,4,1.31,0.63,rhombohedral,-1.343,0.178,0.008,11.399,0.000,5.281,5.281,5.281,64.3,64.3,64.3,3.403
CdRhO3,Cd,Rh,FALSE,2,4,1.31,0.60,orthorhombic,-1.021,0.096,0.200,11.276,0.000,5.385,5.451,7.683,90.0,90.0,90.0,0.771
CdRuO3,Cd,Ru,FALSE,2,4,1.31,0.62,orthorhombic,-1.152,0.102,0.400,11.310,0.000,5.403,5.455,7.676,90.0,90.0,90.0,2.096
CdSbO3,Cd,Sb,FALSE,2,4,1.31,0.68,orthorhombic,-1.425,0.110,-,13.073,0.000,5.600,5.767,8.095,90.0,90.0,90.0,2.024
CdScO3,Cd,Sc,FALSE,not balanced,not balanced,1.31,0.75,orthorhombic,-2.209,0.197,0.200,12.169,0.000,5.460,5.708,7.811,90.0,90.0,90.0,-1.556
CdSiO3,Cd,Si,FALSE,2,4,1.31,0.40,tetragonal,-2.094,0.286,-,10.330,0.000,3.371,3.371,4.544,90.0,90.0,90.0,4.290
CdSmO3,Cd,Sm,FALSE,not balanced,not balanced,1.31,0.96,cubic,-1.578,0.767,0.206,16.988,0.000,4.396,4.396,4.396,90.0,90.0,90.0,-
CdSnO3,Cd,Sn,TRUE,2,4,1.31,0.69,orthorhombic,-1.674,0.030,-,12.337,1.055,5.504,5.636,7.954,90.0,90.0,90.0,2.754
CdSrO3,Cd,Sr,FALSE,not balanced,not balanced,1.31,1.18,orthorhombic,-1.605,0.185,-,15.141,1.029,6.266,6.309,7.660,90.0,90.0,90.0,-6.095
CdTaO3,Cd,Ta,FALSE,2,4,1.31,0.68,rhombohedral,-2.250,0.231,0.000,12.300,0.000,5.507,5.507,5.507,61.9,61.9,61.9,5.648
CdTbO3,Cd,Tb,FALSE,2,4,1.31,0.76,cubic,-1.569,0.706,0.204,15.980,0.000,4.307,4.307,4.307,90.0,90.0,90.0,-2.591
CdTcO3,Cd,Tc,FALSE,element not in BV,element not in BV,1.31,0.60,orthorhombic,-1.397,0.118,0.418,11.490,0.000,5.421,5.458,7.767,90.0,90.0,90.0,3.219
CdTeO3,Cd,Te,FALSE,2,4,1.31,0.97,orthorhombic,-1.180,0.180,-,13.610,0.000,5.675,5.844,8.208,90.0,90.0,90.0,0.735
CdThO3,Cd,Th,FALSE,2,4,1.31,0.94,cubic,-2.290,0.747,-0.044,18.683,0.000,4.537,4.537,4.537,90.0,90.0,90.0,-1.197
CdTiO3,Cd,Ti,TRUE,2,4,1.31,0.61,orthorhombic,-2.435,0.046,0.000,10.987,2.225,5.299,5.449,7.610,90.0,90.0,90.0,3.466
CdTlO3,Cd,Tl,FALSE,not balanced,not balanced,1.31,1.20,cubic,-0.328,0.644,-,14.607,0.000,4.180,4.180,4.180,90.0,90.0,90.0,-2.407
CdTmO3,Cd,Tm,FALSE,not balanced,not balanced,1.31,0.96,cubic,-1.830,0.631,0.202,15.144,0.000,4.231,4.231,4.231,90.0,90.0,90.0,-2.166
CdUO3,Cd,U,FALSE,2,4,1.31,0.89,orthorhombic,-2.670,0.116,0.400,14.798,1.056,5.794,5.967,8.561,90.0,90.0,90.0,4.083
CdVO3,Cd,V,FALSE,2,4,1.31,0.58,orthorhombic,-1.982,0.051,0.200,10.805,0.659,5.282,5.340,7.661,90.0,90.0,90.0,2.427
CdWO3,Cd,W,FALSE,2,4,1.31,0.66,cubic,-1.682,0.275,0.001,12.325,0.000,3.950,3.950,3.950,90.0,90.0,90.0,5.005
CdYO3,Cd,Y,FALSE,not balanced,not balanced,1.31,0.90,cubic,-1.697,0.701,0.203,15.979,0.000,4.307,4.307,4.307,90.0,90.0,90.0,-2.582
CdYbO3,Cd,Yb,FALSE,not balanced,not balanced,1.31,0.95,cubic,-1.058,0.839,-,14.045,0.000,4.126,4.126,4.126,90.0,90.0,90.0,-3.301
CdZnO3,Cd,Zn,FALSE,not balanced,not balanced,1.31,0.74,orthorhombic,-0.832,0.322,-,11.044,0.000,5.290,5.523,7.560,90.0,90.0,90.0,-2.119
CdZrO3,Cd,Zr,FALSE,2,4,1.31,0.72,orthorhombic,-2.635,0.039,0.000,12.756,2.770,5.534,5.726,8.050,90.0,90.0,90.0,1.752
CeAcO3,Ce,Ac,FALSE,element not in BV,element not in BV,1.24,1.12,cubic,-2.462,1.088,0.000,20.385,0.000,4.671,4.671,4.671,90.0,90.0,90.0,1.916
CeAgO3,Ce,Ag,FALSE,3,3,1.34,0.75,orthorhombic,-1.877,-0.004,0.000,13.692,0.000,5.635,6.027,8.062,90.0,90.0,90.0,0.331
CeAlO3,Ce,Al,TRUE,3,3,1.34,0.54,rhombohedral,-3.479,-0.086,0.000,10.924,3.795,5.360,5.360,5.360,60.1,60.1,60.1,6.490
CeAsO3,Ce,As,FALSE,3,3,1.34,0.58,orthorhombic,-2.328,0.239,0.000,13.684,0.000,5.632,5.990,8.113,90.0,90.0,90.0,2.958
CeAuO3,Ce,Au,FALSE,element not in BV,element not in BV,1.24,0.93,orthorhombic,-1.918,-0.017,0.000,14.164,0.925,5.756,6.584,7.476,90.0,90.0,90.0,0.265
CeBO3,Ce,B,FALSE,4,2,1.14,0.27,cubic,-2.358,0.916,-0.001,9.283,1.934,3.594,3.594,3.594,90.0,90.0,90.0,4.741
CeBaO3,Ce,Ba,FALSE,4,2,1.14,1.35,orthorhombic,-2.675,0.258,0.199,20.007,0.000,6.203,6.229,10.355,90.0,90.0,90.0,-4.398
CeBeO3,Ce,Be,FALSE,4,2,1.14,0.45,cubic,-2.673,0.274,0.200,9.919,0.000,3.674,3.674,3.674,90.0,90.0,90.0,-0.294
CeBiO3,Ce,Bi,FALSE,3,3,1.34,1.03,cubic,-1.797,0.701,0.000,17.131,0.000,4.408,4.408,4.408,90.0,90.0,90.0,1.677
CeCaO3,Ce,Ca,FALSE,4,2,1.14,1.00,cubic,-2.390,0.661,0.200,14.536,0.000,4.173,4.173,4.173,90.0,90.0,90.0,-1.451
CeCdO3,Ce,Cd,FALSE,4,2,1.14,0.95,orthorhombic,-2.150,0.105,0.000,14.370,0.000,5.714,6.129,8.207,90.0,90.0,90.0,-0.129
Ce2O3,Ce,Ce,FALSE,3,3,1.34,1.01,cubic,-2.604,0.916,0.000,18.959,0.816,4.560,4.560,4.560,90.0,90.0,90.0,2.825
CeCoO3,Ce,Co,FALSE,3,3,1.34,0.61,orthorhombic,-2.423,-0.036,0.400,11.414,0.000,5.398,5.475,7.725,90.0,90.0,90.0,3.210
CeCrO3,Ce,Cr,TRUE,3,3,1.34,0.62,orthorhombic,-3.082,-0.081,0.600,12.068,2.196,5.511,5.597,7.825,90.0,90.0,90.0,4.832
CeCsO3,Ce,Cs,FALSE,not balanced,not balanced,1.24,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-
CeCuO3,Ce,Cu,FALSE,3,3,1.34,0.54,orthorhombic,-2.156,-0.074,0.000,11.411,0.000,5.407,5.476,7.708,90.0,90.0,90.0,1.437
CeDyO3,Ce,Dy,FALSE,3,3,1.34,0.91,orthorhombic,-3.650,0.035,0.000,15.149,5.054,5.856,6.095,8.488,90.0,90.0,90.0,4.606
CeErO3,Ce,Er,FALSE,3,3,1.34,0.89,orthorhombic,-3.686,0.023,0.000,14.812,4.972,5.815,6.057,8.411,90.0,90.0,90.0,4.842
CeEuO3,Ce,Eu,FALSE,3,3,1.34,0.95,cubic,-2.401,0.718,0.158,15.852,0.000,4.296,4.296,4.296,90.0,90.0,90.0,-1.015
CeFeO3,Ce,Fe,TRUE,3,3,1.34,0.65,orthorhombic,-2.669,-0.084,1.000,12.214,1.144,5.518,5.642,7.847,90.0,90.0,90.0,4.094
CeGaO3,Ce,Ga,TRUE,3,3,1.34,0.62,orthorhombic,-2.853,-0.043,0.000,11.912,3.706,5.507,5.545,7.802,90.0,90.0,90.0,5.033
CeGdO3,Ce,Gd,FALSE,3,3,1.34,0.94,cubic,-3.055,0.601,0.000,16.458,1.632,4.350,4.350,4.350,90.0,90.0,90.0,4.348
CeGeO3,Ce,Ge,FALSE,3,3,1.34,0.63,orthorhombic,-2.479,0.215,0.000,13.068,0.000,5.575,5.848,8.015,90.0,90.0,90.0,3.297
CeHfO3,Ce,Hf,FALSE,2,4,1.34,0.71,orthorhombic,-3.398,0.090,0.000,13.468,0.000,5.613,5.613,8.550,90.0,90.0,90.0,5.222
CeHgO3,Ce,Hg,FALSE,4,2,1.14,1.02,orthorhombic,-1.863,0.079,0.000,15.068,0.000,5.723,6.500,8.102,90.0,90.0,90.0,-0.095
CeHoO3,Ce,Ho,FALSE,3,3,1.34,0.90,orthorhombic,-3.669,0.028,0.000,14.992,4.920,5.836,6.076,8.456,90.0,90.0,90.0,4.722
CeInO3,Ce,In,FALSE,3,3,1.34,0.80,orthorhombic,-2.686,-0.004,0.000,14.100,2.961,5.713,5.985,8.249,90.0,90.0,90.0,3.530
CeIrO3,Ce,Ir,FALSE,3,3,1.34,0.68,orthorhombic,-2.152,0.087,0.000,12.777,0.990,5.443,5.938,7.906,90.0,90.0,90.0,0.432
CeKO3,Ce,K,FALSE,not balanced,not balanced,1.24,1.38,orthorhombic,-1.897,0.441,0.400,19.506,0.000,6.267,6.370,9.772,90.0,90.0,90.0,-3.194
CeLaO3,Ce,La,FALSE,3,3,1.34,1.03,cubic,-2.726,0.890,0.000,18.764,0.482,4.544,4.544,4.544,90.0,90.0,90.0,2.756
CeLiO3,Ce,Li,FALSE,not balanced,not balanced,1.24,0.76,orthorhombic,-2.180,0.262,0.400,11.480,0.000,5.269,5.744,7.587,90.0,90.0,90.0,-0.569
CeLuO3,Ce,Lu,TRUE,3,3,1.34,0.86,orthorhombic,-3.736,0.005,0.000,14.375,5.074,5.767,5.994,8.318,90.0,90.0,90.0,5.161
CeMgO3,Ce,Mg,FALSE,4,2,1.14,0.72,orthorhombic,-2.825,0.122,0.200,12.385,0.000,5.453,5.793,7.840,90.0,90.0,90.0,-0.376
CeMnO3,Ce,Mn,TRUE,3,3,1.34,0.65,orthorhombic,-2.848,-0.079,0.800,12.222,0.000,5.503,5.683,7.816,90.0,90.0,90.0,3.949
CeMoO3,Ce,Mo,FALSE,3,3,1.34,0.69,orthorhombic,-2.575,0.186,0.518,13.226,0.000,5.559,5.941,8.009,90.0,90.0,90.0,3.190
CeNaO3,Ce,Na,FALSE,not balanced,not balanced,1.24,1.02,cubic,-1.629,0.711,0.400,12.951,0.000,4.016,4.016,4.016,90.0,90.0,90.0,-1.660
CeNbO3,Ce,Nb,FALSE,3,3,1.34,0.72,orthorhombic,-2.893,0.194,0.003,13.428,0.000,5.583,6.037,7.968,90.0,90.0,90.0,4.295
CeNdO3,Ce,Nd,FALSE,3,3,1.34,0.98,cubic,-2.776,0.795,0.000,17.971,1.055,4.479,4.479,4.479,90.0,90.0,90.0,3.435
CeNiO3,Ce,Ni,FALSE,3,3,1.34,0.60,orthorhombic,-2.294,-0.037,0.200,11.311,0.000,5.387,5.473,7.673,90.0,90.0,90.0,1.523
CeNpO3,Ce,Np,FALSE,element not in BV,element not in BV,1.24,0.86,cubic,-2.828,0.672,0.779,17.546,0.000,4.443,4.443,4.443,90.0,90.0,90.0,3.721
CeOsO3,Ce,Os,FALSE,element not in BV,element not in BV,1.24,0.57,orthorhombic,-2.100,0.183,0.103,12.655,0.000,5.342,6.053,7.827,90.0,90.0,90.0,1.463
CePaO3,Ce,Pa,FALSE,element not in BV,element not in BV,1.24,0.91,cubic,-2.592,0.563,0.293,18.039,0.000,4.485,4.485,4.485,90.0,90.0,90.0,5.172
CePbO3,Ce,Pb,FALSE,2,4,1.34,0.78,cubic,-1.654,0.723,0.000,14.592,0.000,4.179,4.179,4.179,90.0,90.0,90.0,-
CePdO3,Ce,Pd,FALSE,4,2,1.14,0.86,orthorhombic,-2.107,-0.080,0.001,13.064,0.000,5.589,5.948,7.859,90.0,90.0,90.0,0.911
CePmO3,Ce,Pm,FALSE,element not in BV,element not in BV,1.24,0.97,cubic,-2.861,0.738,0.000,17.506,1.226,4.440,4.440,4.440,90.0,90.0,90.0,3.726
CePrO3,Ce,Pr,FALSE,3,3,1.34,0.99,cubic,-2.697,0.852,0.000,18.434,0.879,4.517,4.517,4.517,90.0,90.0,90.0,3.116
CePtO3,Ce,Pt,FALSE,element not in BV,element not in BV,1.24,0.67,orthorhombic,-2.037,0.071,0.000,13.275,0.000,5.634,6.128,7.690,90.0,90.0,90.0,0.530
CePuO3,Ce,Pu,FALSE,element not in BV,element not in BV,1.24,0.83,cubic,-2.856,0.720,0.926,16.831,0.000,4.382,4.382,4.382,90.0,90.0,90.0,2.852
CeRbO3,Ce,Rb,FALSE,not balanced,not balanced,1.24,1.52,orthorhombic,-2.041,0.288,0.000,19.672,1.058,6.588,6.627,9.011,90.0,90.0,90.0,-2.543
CeReO3,Ce,Re,FALSE,3,3,1.34,0.63,orthorhombic,-2.238,0.291,0.284,12.787,0.000,5.382,6.051,7.854,90.0,90.0,90.0,1.899
CeRhO3,Ce,Rh,FALSE,3,3,1.34,0.67,orthorhombic,-2.288,-0.061,0.000,12.631,0.671,5.469,5.852,7.893,90.0,90.0,90.0,1.093
CeRuO3,Ce,Ru,FALSE,3,3,1.34,0.68,orthorhombic,-2.294,0.037,0.198,12.600,0.000,5.430,5.900,7.867,90.0,90.0,90.0,1.968
CeSbO3,Ce,Sb,FALSE,3,3,1.34,0.76,cubic,-1.978,0.572,0.000,15.470,0.000,4.261,4.261,4.261,90.0,90.0,90.0,2.066
CeScO3,Ce,Sc,FALSE,3,3,1.34,0.75,orthorhombic,-3.701,-0.038,0.000,13.251,4.420,5.638,5.828,8.066,90.0,90.0,90.0,5.523
CeSiO3,Ce,Si,FALSE,4,2,1.14,0.40,tetragonal,-2.728,0.416,0.001,11.786,0.000,3.610,3.610,4.523,90.0,90.0,90.0,4.632
CeSmO3,Ce,Sm,FALSE,3,3,1.34,0.96,cubic,-2.913,0.697,0.000,17.210,1.261,4.415,4.415,4.415,90.0,90.0,90.0,3.924
CeSnO3,Ce,Sn,FALSE,2,4,1.34,0.69,orthorhombic,-2.509,0.145,0.000,15.004,0.000,5.801,6.125,8.447,90.0,90.0,90.0,2.823
CeSrO3,Ce,Sr,FALSE,4,2,1.14,1.18,cubic,-1.990,1.007,0.000,17.087,0.000,4.404,4.404,4.404,90.0,90.0,90.0,-2.116
CeTaO3,Ce,Ta,FALSE,3,3,1.34,0.72,orthorhombic,-2.892,0.297,0.000,13.268,0.000,5.560,6.017,7.932,90.0,90.0,90.0,4.367
CeTbO3,Ce,Tb,FALSE,3,3,1.34,0.92,cubic,-2.978,0.562,0.000,16.167,1.754,4.324,4.324,4.324,90.0,90.0,90.0,4.476
CeTcO3,Ce,Tc,FALSE,element not in BV,element not in BV,1.24,0.60,orthorhombic,-2.426,0.099,0.393,12.803,0.000,5.478,5.903,7.918,90.0,90.0,90.0,2.744
CeTeO3,Ce,Te,FALSE,2,4,1.34,0.97,cubic,-1.664,0.756,0.000,15.656,0.000,4.278,4.278,4.278,90.0,90.0,90.0,1.663
CeThO3,Ce,Th,FALSE,2,4,1.34,0.94,cubic,-2.997,0.719,0.036,19.040,0.000,4.566,4.566,4.566,90.0,90.0,90.0,3.673
CeTiO3,Ce,Ti,TRUE,3,3,1.34,0.67,orthorhombic,-3.363,-0.042,0.110,12.347,0.000,5.534,5.660,7.884,90.0,90.0,90.0,5.397
CeTlO3,Ce,Tl,FALSE,3,3,1.34,0.89,orthorhombic,-2.197,0.032,0.000,15.189,1.079,5.810,6.185,8.453,90.0,90.0,90.0,1.325
CeTmO3,Ce,Tm,TRUE,3,3,1.34,0.88,orthorhombic,-3.711,0.015,0.000,14.650,5.086,5.798,6.030,8.381,90.0,90.0,90.0,4.953
CeUO3,Ce,U,FALSE,2,4,1.34,0.89,cubic,-2.784,0.695,0.542,17.184,0.000,4.413,4.413,4.413,90.0,90.0,90.0,3.104
CeVO3,Ce,V,TRUE,3,3,1.34,0.64,orthorhombic,-3.159,-0.084,0.400,12.420,1.109,5.528,5.711,7.868,90.0,90.0,90.0,4.542
CeWO3,Ce,W,FALSE,3,3,1.34,0.66,orthorhombic,-2.449,0.366,0.000,12.918,0.000,5.405,6.059,7.889,90.0,90.0,90.0,2.795
CeYO3,Ce,Y,FALSE,3,3,1.34,0.90,cubic,-3.136,0.528,0.000,15.905,1.935,4.300,4.300,4.300,90.0,90.0,90.0,4.567
CeYbO3,Ce,Yb,TRUE,3,3,1.34,0.87,cubic,-2.612,0.552,-0.001,14.347,0.000,4.155,4.155,4.155,90.0,90.0,90.0,-0.877
CeZnO3,Ce,Zn,FALSE,4,2,1.14,0.74,orthorhombic,-2.342,0.078,0.000,12.229,0.000,5.484,5.700,7.824,90.0,90.0,90.0,0.529
CeZrO3,Ce,Zr,FALSE,2,4,1.34,0.72,orthorhombic,-3.305,0.147,0.018,14.185,0.000,5.746,6.041,8.174,90.0,90.0,90.0,4.869
CoAcO3,Co,Ac,FALSE,element not in BV,element not in BV,0.90,1.12,rhombohedral,-2.379,0.047,0.800,16.496,1.665,6.399,6.399,6.399,55.3,55.3,55.3,-
CoAgO3,Co,Ag,FALSE,3,3,0.61,0.75,cubic,0.365,1.105,0.679,12.541,0.000,3.973,3.973,3.973,90.0,90.0,90.0,-2.293
CoAlO3,Co,Al,FALSE,3,3,0.61,0.54,cubic,-1.661,0.598,0.785,9.587,0.000,3.633,3.633,3.633,90.0,90.0,90.0,-0.550
CoAsO3,Co,As,FALSE,3,3,0.61,0.58,cubic,-0.753,0.652,0.551,10.706,0.000,3.769,3.769,3.769,90.0,90.0,90.0,0.728
CoAuO3,Co,Au,FALSE,element not in BV,element not in BV,0.90,0.93,cubic,0.229,0.996,0.598,12.761,0.000,3.996,3.996,3.996,90.0,90.0,90.0,-
CoBO3,Co,B,FALSE,3,3,0.61,0.27,cubic,-0.819,1.119,0.757,7.343,0.000,3.324,3.324,3.324,90.0,90.0,90.0,-1.705
CoBaO3,Co,Ba,FALSE,not balanced,not balanced,0.90,1.35,rhombohedral,-1.751,0.202,0.600,19.099,0.000,7.344,7.344,7.344,46.6,46.6,46.6,-
CoBeO3,Co,Be,FALSE,not balanced,not balanced,0.90,0.45,cubic,-0.932,0.881,0.805,8.095,0.000,3.433,3.433,3.433,90.0,90.0,90.0,-3.849
CoBiO3,Co,Bi,FALSE,1,5,0.90,0.76,orthorhombic,-0.954,0.432,0.197,12.829,0.000,5.591,5.630,8.152,90.0,90.0,90.0,-
CoCaO3,Co,Ca,FALSE,not balanced,not balanced,0.90,1.00,rhombohedral,-1.792,0.130,0.601,13.902,0.000,6.081,6.081,6.081,54.6,54.6,54.6,-
CoCdO3,Co,Cd,FALSE,not balanced,not balanced,0.90,0.95,rhombohedral,-0.904,0.218,0.598,12.841,0.000,5.827,5.827,5.827,56.5,56.5,56.5,-
CoCeO3,Co,Ce,FALSE,3,3,0.61,1.01,orthorhombic,-2.281,0.141,0.800,15.922,1.578,5.549,6.416,8.943,90.0,90.0,90.0,-5.095
Co2O3,Co,Co,FALSE,3,3,0.61,0.61,cubic,-0.378,0.876,-0.091,9.751,0.000,3.653,3.653,3.653,90.0,90.0,90.0,-2.800
CoCrO3,Co,Cr,FALSE,3,3,0.61,0.62,cubic,-1.201,0.676,0.997,10.383,0.000,3.731,3.731,3.731,90.0,90.0,90.0,-
CoCsO3,Co,Cs,FALSE,not balanced,not balanced,0.90,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-
CoCuO3,Co,Cu,FALSE,3,3,0.61,0.54,cubic,-0.237,0.712,0.721,9.897,0.000,3.671,3.671,3.671,90.0,90.0,90.0,-2.540
CoDyO3,Co,Dy,FALSE,3,3,0.61,0.91,rhombohedral,-2.431,0.121,0.799,13.398,1.607,5.988,5.988,5.988,55.0,55.0,55.0,-4.651
CoErO3,Co,Er,FALSE,3,3,0.61,0.89,cubic,-1.387,1.189,0.798,14.911,0.000,4.209,4.209,4.209,90.0,90.0,90.0,-3.861
CoEuO3,Co,Eu,FALSE,3,3,0.61,0.95,rhombohedral,-1.903,0.236,0.599,14.040,0.000,5.941,5.941,5.941,57.7,57.7,57.7,-
CoFeO3,Co,Fe,FALSE,3,3,0.61,0.65,cubic,-0.853,0.610,1.406,10.269,0.000,3.717,3.717,3.717,90.0,90.0,90.0,-0.624
CoGaO3,Co,Ga,FALSE,3,3,0.61,0.62,cubic,-0.873,0.804,0.800,10.790,0.000,3.779,3.779,3.779,90.0,90.0,90.0,-
CoGdO3,Co,Gd,FALSE,3,3,0.61,0.94,cubic,-1.256,1.267,0.801,15.987,0.000,4.308,4.308,4.308,90.0,90.0,90.0,-3.183
CoGeO3,Co,Ge,FALSE,2,4,0.90,0.53,cubic,-1.140,0.551,0.600,10.046,0.867,3.690,3.690,3.690,90.0,90.0,90.0,1.515
CoHfO3,Co,Hf,FALSE,2,4,0.90,0.71,cubic,-2.152,0.649,0.599,13.183,0.000,4.040,4.040,4.040,90.0,90.0,90.0,0.544
CoHgO3,Co,Hg,FALSE,not balanced,not balanced,0.90,1.11,cubic,0.350,1.158,0.602,13.886,0.000,4.110,4.110,4.110,90.0,90.0,90.0,-
CoHoO3,Co,Ho,FALSE,3,3,0.61,0.90,rhombohedral,-2.442,0.122,0.799,13.237,1.554,5.971,5.971,5.971,54.8,54.8,54.8,-
CoInO3,Co,In,FALSE,3,3,0.61,0.80,cubic,-0.345,1.204,-0.790,13.551,0.000,4.077,4.077,4.077,90.0,90.0,90.0,-
CoIrO3,Co,Ir,FALSE,2,4,0.90,0.63,cubic,-0.322,0.837,0.784,11.746,0.000,3.887,3.887,3.887,90.0,90.0,90.0,-
CoKO3,Co,K,FALSE,not balanced,not balanced,0.90,1.38,orthorhombic,-1.105,0.142,0.400,15.053,0.000,5.094,5.784,10.217,90.0,90.0,90.0,-
CoLaO3,Co,La,FALSE,3,3,0.61,1.03,rhombohedral,-2.408,0.097,-0.799,15.502,1.700,6.343,6.343,6.343,54.0,54.0,54.0,-
CoLiO3,Co,Li,FALSE,not balanced,not balanced,0.90,0.76,cubic,-0.129,1.236,0.597,8.706,0.000,3.518,3.518,3.518,90.0,90.0,90.0,-5.738
CoLuO3,Co,Lu,FALSE,3,3,0.61,0.86,cubic,-1.487,1.121,0.800,14.436,0.000,4.164,4.164,4.164,90.0,90.0,90.0,-2.759
CoMgO3,Co,Mg,FALSE,not balanced,not balanced,0.90,0.72,cubic,-0.777,1.040,0.194,10.794,0.000,3.779,3.779,3.779,90.0,90.0,90.0,-
CoMnO3,Co,Mn,FALSE,2,4,0.90,0.53,cubic,-0.915,0.734,0.000,10.186,0.000,3.707,3.707,3.707,90.0,90.0,90.0,-2.308
CoMoO3,Co,Mo,FALSE,3,3,0.61,0.69,orthorhombic,-1.666,0.147,-0.200,10.571,0.000,5.249,5.250,7.672,90.0,90.0,90.0,3.332
CoNaO3,Co,Na,FALSE,not balanced,not balanced,0.90,1.02,rhombohedral,-1.013,0.289,0.400,12.852,1.249,5.750,5.750,5.750,58.1,58.1,58.1,-10.090
CoNbO3,Co,Nb,FALSE,1,5,0.90,0.64,cubic,-1.719,0.555,0.502,12.579,0.000,3.977,3.977,3.977,90.0,90.0,90.0,3.268
CoNdO3,Co,Nd,FALSE,3,3,0.61,0.98,rhombohedral,-2.336,0.122,0.800,14.725,1.597,6.174,6.174,6.174,55.1,55.1,55.1,-
CoNiO3,Co,Ni,FALSE,3,3,0.61,0.60,cubic,-0.355,0.768,0.805,9.677,0.000,3.644,3.644,3.644,90.0,90.0,90.0,-2.152
CoNpO3,Co,Np,FALSE,element not in BV,element not in BV,0.90,0.86,cubic,-1.748,0.976,0.800,15.857,0.000,4.296,4.296,4.296,90.0,90.0,90.0,-
CoOsO3,Co,Os,FALSE,element not in BV,element not in BV,0.90,0.57,cubic,-0.585,0.622,0.450,11.867,0.000,3.900,3.900,3.900,90.0,90.0,90.0,-
CoPaO3,Co,Pa,FALSE,element not in BV,element not in BV,0.90,0.91,tetragonal,-2.110,0.247,0.000,16.793,0.509,4.274,4.432,4.432,90.0,90.0,90.0,-
CoPbO3,Co,Pb,FALSE,2,4,0.90,0.78,rhombohedral,-1.066,0.195,0.656,13.666,0.000,5.908,5.908,5.908,57.3,57.3,57.3,-
CoPdO3,Co,Pd,FALSE,2,4,0.90,0.62,cubic,0.041,0.927,0.719,11.742,0.000,3.887,3.887,3.887,90.0,90.0,90.0,-2.828
